move_id,move_name_en,source_text,target_text_th,description_status,line_1_width_px,line_2_width_px,max_width_px,width_margin_px,mixed_latin,abbreviations,risk_score,risk_reasons,visual_qa_recommended
MOVE_SWIFT,SWIFT,"Sprays star-shaped rays
that never miss.","ยิงลำแสงรูปดาว
ที่ไม่พลาดเป้า",proof_passed,66,60,66,62,no,,0,,no
MOVE_SKULL_BASH,SKULL BASH,"Tucks in the head, then
attacks on the next turn.","หดหัวตั้งท่า
แล้วโจมตีในเทิร์นถัดไป",proof_passed,50,108,108,20,no,,0,,no
MOVE_SPIKE_CANNON,SPIKE CANNON,"Launches sharp spikes that
strike 2 to 5 times.","ยิงหนามแหลมต่อเนื่อง
2 ถึง 5 ครั้ง",proof_passed,98,47,98,30,yes,,3,mixed_latin_or_number;numeric,no
MOVE_CONSTRICT,CONSTRICT,"Constricts to inflict pain.
May lower SPEED.","รัดแน่นให้เจ็บปวด
อาจลดความเร็ว",proof_passed,85,69,85,43,no,,0,,no
MOVE_AMNESIA,AMNESIA,"Forgets about something
and sharply raises SP. DEF.","ลืมบางสิ่งเพื่อเพิ่ม
พลังป้องกันพิเศษอย่างมาก",proof_passed,75,113,113,15,no,,1,sharp_stat_change,no
MOVE_KINESIS,KINESIS,"Distracts the foe.
May lower accuracy.","รบกวนสมาธิคู่ต่อสู้
อาจลดความแม่นยำ",proof_passed,81,84,84,44,no,,0,,no
MOVE_SOFT_BOILED,SOFTBOILED,"Recovers up to half the
user's maximum HP.","ฟื้นฟู HP ได้ถึง
ครึ่งหนึ่งของ HP สูงสุด",proof_passed,63,92,92,36,yes,HP,2,mixed_latin_or_number,no
MOVE_HI_JUMP_KICK,HI JUMP KICK,"A jumping knee kick. If it
misses, the user is hurt.","กระโดดเข่าโจมตี
พลาดแล้วผู้ใช้ท่าบาดเจ็บ",proof_passed,74,108,108,20,no,,0,,no
MOVE_GLARE,GLARE,"Intimidates and frightens
the foe into paralysis.","ข่มขู่ด้วยสายตาน่ากลัว
ทำให้คู่ต่อสู้อัมพาต",proof_passed,95,82,95,33,no,,1,status_or_ko_text,no
MOVE_DREAM_EATER,DREAM EATER,"Takes one half the damage
inflicted on a sleeping foe.","ดูด HP ครึ่งความเสียหาย
จากคู่ต่อสู้ที่หลับ",proof_passed,105,69,105,23,yes,HP,2,mixed_latin_or_number,no
MOVE_POISON_GAS,POISON GAS,"Envelops the foe in a toxic
gas that may poison.","คลุมคู่ต่อสู้ด้วยก๊าซพิษ
อาจทำให้ติดพิษ",proof_passed,98,70,98,30,no,,1,status_or_ko_text,no
MOVE_BARRAGE,BARRAGE,"Hurls round objects at the
foe 2 to 5 times.","ขว้างวัตถุทรงกลม
ใส่คู่ต่อสู้ 2 ถึง 5 ครั้ง",proof_passed,74,88,88,40,yes,,3,mixed_latin_or_number;numeric,no
MOVE_LEECH_LIFE,LEECH LIFE,"An attack that steals half
the damage inflicted.","ดูด HP เท่ากับครึ่งหนึ่ง
ของความเสียหายที่ทำได้",proof_passed,95,104,104,24,yes,HP,2,mixed_latin_or_number,no
MOVE_LOVELY_KISS,LOVELY KISS,"Demands a kiss with a scary
face that induces sleep.","จูบด้วยใบหน้าน่ากลัว
ทำให้คู่ต่อสู้หลับ",proof_passed,94,70,94,34,no,,0,,no
MOVE_SKY_ATTACK,SKY ATTACK,"Searches out weak spots,
then strikes the next turn.","เล็งหาจุดอ่อนก่อน
โจมตีในเทิร์นถัดไป",proof_passed,78,89,89,39,no,,0,,no
MOVE_TRANSFORM,TRANSFORM,"Alters the user's cells to
become a copy of the foe.","เปลี่ยนเซลล์ของผู้ใช้ท่า
ให้เป็นร่างคู่ต่อสู้",proof_passed,99,71,99,29,no,,0,,no
MOVE_BUBBLE,BUBBLE,"An attack using bubbles.
May lower the foe's SPEED.","โจมตีด้วยฟองน้ำ
อาจลดความเร็วคู่ต่อสู้",proof_passed,73,95,95,33,no,,0,,no
MOVE_DIZZY_PUNCH,DIZZY PUNCH,"A rhythmic punch that may
confuse the foe.","ชกเป็นจังหวะ
อาจทำให้คู่ต่อสู้สับสน",proof_passed,59,93,93,35,no,,1,status_or_ko_text,no
MOVE_SPORE,SPORE,"Scatters a cloud of spores
that always induce sleep.","โปรยกลุ่มสปอร์
ทำให้คู่ต่อสู้หลับเสมอ",proof_passed,66,93,93,35,no,,0,,no
MOVE_FLASH,FLASH,"Looses a powerful blast of
light that cuts accuracy.","ปล่อยแสงสว่างจ้า
เพื่อลดความแม่นยำ",proof_passed,72,86,86,42,no,,0,,no
MOVE_PSYWAVE,PSYWAVE,"Attacks with a psychic
wave of varying intensity.","โจมตีด้วยคลื่นพลังจิต
ที่มีความรุนแรงแปรผัน",proof_passed,96,100,100,28,no,,0,,no
MOVE_SPLASH,SPLASH,"It's just a splash...
Has no effect whatsoever.","แค่กระโดดเล่นเท่านั้น
ไม่มีผลใดๆ",proof_passed,98,51,98,30,no,,0,,no
MOVE_ACID_ARMOR,ACID ARMOR,"Liquifies the user's body
to sharply raise DEFENSE.","ทำให้ร่างกายเป็นของเหลว
เพิ่มพลังป้องกันอย่างมาก",proof_passed,111,105,111,17,no,,1,sharp_stat_change,no
MOVE_CRABHAMMER,CRABHAMMER,"Hammers with a pincer. Has a
high critical-hit ratio.","ฟาดด้วยก้ามทรงพลัง
โอกาสโจมตีคริติคอลสูง",proof_passed,89,101,101,27,no,,0,,no
MOVE_EXPLOSION,EXPLOSION,"Inflicts severe damage but
makes the user faint.","สร้างความเสียหายรุนแรง
แต่ผู้ใช้ท่าหมดสภาพ",proof_passed,105,89,105,23,no,,1,status_or_ko_text,no
MOVE_FURY_SWIPES,FURY SWIPES,"Rakes the foe with sharp
claws, etc., 2 to 5 times.","ตะกุยด้วยกรงเล็บคม
2 ถึง 5 ครั้ง",proof_passed,89,47,89,39,yes,,3,mixed_latin_or_number;numeric,no
MOVE_BONEMERANG,BONEMERANG,"Throws a bone boomerang
that strikes twice.","ขว้างกระดูกแบบบูมเมอแรง
โจมตีสองครั้ง",proof_passed,117,59,117,11,no,,3,wide_line,yes
MOVE_REST,REST,"The user sleeps for 2 turns,
restoring HP and status.","หลับ 2 เทิร์นเพื่อฟื้นฟู HP
และรักษาสถานะผิดปกติ",proof_passed,110,103,110,18,yes,HP,4,mixed_latin_or_number;numeric;status_or_ko_text,yes
MOVE_ROCK_SLIDE,ROCK SLIDE,"Large boulders are hurled.
May cause flinching.","ขว้างก้อนหินขนาดใหญ่
อาจทำให้คู่ต่อสู้ชะงัก",proof_passed,101,88,101,27,no,,1,status_or_ko_text,no
MOVE_HYPER_FANG,HYPER FANG,"Attacks with sharp fangs.
May cause flinching.","โจมตีด้วยเขี้ยวแหลมคม
อาจทำให้คู่ต่อสู้ชะงัก",proof_passed,109,88,109,19,no,,1,status_or_ko_text,no
MOVE_SHARPEN,SHARPEN,"Reduces the polygon count
and raises ATTACK.","ลดจำนวนเหลี่ยมของร่างกาย
เพื่อเพิ่มพลังโจมตี",proof_passed,120,80,120,8,no,,6,near_128px,yes
MOVE_CONVERSION,CONVERSION,"Changes the user's type
into a known move's type.","เปลี่ยนประเภทผู้ใช้ท่า
เป็นประเภทของท่าที่รู้",proof_passed,95,93,95,33,no,,0,,no
MOVE_TRI_ATTACK,TRI ATTACK,"Fires three types of beams
at the same time.","ยิงลำแสงสามชนิด
พร้อมกัน",proof_passed,75,40,75,53,no,,0,,no
MOVE_SUPER_FANG,SUPER FANG,"Attacks with sharp fangs
and cuts half the foe's HP.","กัดด้วยเขี้ยวแหลมคม
ลด HP คู่ต่อสู้ครึ่งหนึ่ง",proof_passed,97,92,97,31,yes,HP,2,mixed_latin_or_number,no
MOVE_SLASH,SLASH,"Slashes with claws, etc. Has
a high critical-hit ratio.","ฟันด้วยกรงเล็บคม
โอกาสโจมตีคริติคอลสูง",proof_passed,81,101,101,27,no,,0,,no
MOVE_SUBSTITUTE,SUBSTITUTE,"Creates a decoy using 1/4
of the user's maximum HP.","ใช้ HP สูงสุด 1/4
สร้างร่างตัวแทน",proof_passed,70,67,70,58,yes,HP,3,mixed_latin_or_number;numeric,no
MOVE_STRUGGLE,STRUGGLE,"Used only if all PP are gone.
Also hurts the user a little.","ใช้เมื่อ PP ทุกท่าหมด
ผู้ใช้ท่าบาดเจ็บเล็กน้อย",proof_passed,90,100,100,28,yes,PP,2,mixed_latin_or_number,no
MOVE_SKETCH,SKETCH,"Copies the foe's last move
permanently.","คัดลอกท่าล่าสุด
ของคู่ต่อสู้อย่างถาวร",proof_passed,66,83,83,45,no,,0,,no
MOVE_TRIPLE_KICK,TRIPLE KICK,"Kicks the foe 3 times in a
row with rising intensity.","เตะต่อเนื่อง 3 ครั้ง
และแรงขึ้นทุกครั้ง",proof_passed,80,81,81,47,yes,,3,mixed_latin_or_number;numeric,no
MOVE_THIEF,THIEF,"While attacking, it may
steal the foe's held item.","โจมตีพร้อมโอกาสขโมย
ไอเทมที่คู่ต่อสู้ถืออยู่",proof_passed,102,87,102,26,no,,0,,no
MOVE_SPIDER_WEB,SPIDER WEB,"Ensnares the foe to stop it
from fleeing or switching.","ดักคู่ต่อสู้ด้วยใย
ไม่ให้หนีหรือสลับตัว",proof_passed,70,92,92,36,no,,0,,no
MOVE_MIND_READER,MIND READER,"Senses the foe's action to
ensure the next move's hit.","อ่านการเคลื่อนไหวคู่ต่อสู้
ให้ท่าถัดไปโดนแน่นอน",proof_passed,109,107,109,19,no,,0,,no
MOVE_NIGHTMARE,NIGHTMARE,"Inflicts 1/4 damage on a
sleeping foe every turn.","สร้างความเสียหาย 1/4
ทุกเทิร์นแก่คู่ต่อสู้ที่หลับ",proof_passed,95,103,103,25,yes,,3,mixed_latin_or_number;numeric,no
MOVE_FLAME_WHEEL,FLAME WHEEL,"A fiery charge attack that
may inflict a burn.","พุ่งโจมตีด้วยวงล้อไฟ
อาจทำให้คู่ต่อสู้ไหม้",proof_passed,92,86,92,36,no,,1,status_or_ko_text,no
MOVE_SNORE,SNORE,"A loud attack that can be
used only while asleep.","โจมตีด้วยเสียงดัง
ใช้ได้เฉพาะตอนหลับ",proof_passed,75,95,95,33,no,,0,,no
MOVE_CURSE,CURSE,"A move that functions
differently for GHOSTS.","ทำงานต่างกันเมื่อผู้ใช้ท่า
เป็นโปเกมอนประเภท GHOST",proof_passed,102,125,125,3,yes,,8,near_128px;mixed_latin_or_number,yes
MOVE_FLAIL,FLAIL,"Inflicts more damage when
the user's HP is down.","สร้างความเสียหายมากขึ้น
เมื่อ HP ผู้ใช้ท่าลดลง",proof_passed,109,85,109,19,yes,HP,2,mixed_latin_or_number,no
MOVE_CONVERSION_2,CONVERSION 2,"Makes the user resistant
to the last attack's type.","ทำให้ผู้ใช้ท่าทนต่อ
ประเภทของท่าล่าสุด",proof_passed,81,85,85,43,no,,0,,no
MOVE_AEROBLAST,AEROBLAST,"Launches a vacuumed blast.
High critical-hit ratio.","ปล่อยคลื่นสุญญากาศ
โอกาสโจมตีคริติคอลสูง",proof_passed,89,101,101,27,no,,0,,no
MOVE_COTTON_SPORE,COTTON SPORE,"Spores cling to the foe,
sharply reducing SPEED.","สปอร์เกาะติดคู่ต่อสู้
ลดความเร็วอย่างมาก",proof_passed,83,90,90,38,no,,1,sharp_stat_change,no
MOVE_REVERSAL,REVERSAL,"Inflicts more damage when
the user's HP is down.","สร้างความเสียหายมากขึ้น
เมื่อ HP ผู้ใช้ท่าลดลง",proof_passed,109,85,109,19,yes,HP,2,mixed_latin_or_number,no
MOVE_SPITE,SPITE,"Spitefully cuts the PP
of the foe's last move.","ใช้ความอาฆาตลด PP
ท่าล่าสุดของคู่ต่อสู้",proof_passed,91,76,91,37,yes,PP,2,mixed_latin_or_number,no
MOVE_POWDER_SNOW,POWDER SNOW,"Blasts the foe with a snowy
gust. May cause freezing.","พัดหิมะใส่คู่ต่อสู้
อาจแช่แข็งคู่ต่อสู้",proof_passed,72,72,72,56,no,,1,status_or_ko_text,no
MOVE_PROTECT,PROTECT,"Evades attack, but may fail
if used in succession.","ป้องกันการโจมตี
ใช้ต่อเนื่องอาจล้มเหลว",proof_passed,71,99,99,29,no,,0,,no
MOVE_MACH_PUNCH,MACH PUNCH,"A punch is thrown at wicked
speed to strike first.","ชกด้วยความเร็วสูง
เพื่อโจมตีก่อน",proof_passed,81,63,81,47,no,,0,,no
MOVE_SCARY_FACE,SCARY FACE,"Frightens with a scary face
to sharply reduce SPEED.","ข่มขู่ด้วยใบหน้าน่ากลัว
ลดความเร็วอย่างมาก",proof_passed,100,90,100,28,no,,1,sharp_stat_change,no
MOVE_FAINT_ATTACK,FAINT ATTACK,"Draws the foe close, then
strikes without fail.","ล่อคู่ต่อสู้เข้ามา
แล้วโจมตีแบบไม่พลาด",proof_passed,63,103,103,25,no,,0,,no
MOVE_SWEET_KISS,SWEET KISS,"Demands a kiss with a cute
look. May cause confusion.","จูบด้วยท่าทางน่ารัก
อาจทำให้คู่ต่อสู้สับสน",proof_passed,81,93,93,35,no,,1,status_or_ko_text,no
MOVE_BELLY_DRUM,BELLY DRUM,"Maximizes ATTACK while
sacrificing HP.","สละ HP เพื่อเพิ่ม
พลังโจมตีจนสูงสุด",proof_passed,70,80,80,48,yes,HP,2,mixed_latin_or_number,no
MOVE_SLUDGE_BOMB,SLUDGE BOMB,"Sludge is hurled to inflict
damage. May also poison.","ขว้างก้อนโคลนพิษ
อาจทำให้คู่ต่อสู้ติดพิษ",proof_passed,82,96,96,32,no,,1,status_or_ko_text,no
MOVE_MUD_SLAP,MUD-SLAP,"Hurls mud in the foe's face
to reduce its accuracy.","สาดโคลนใส่หน้า
เพื่อลดความแม่นยำ",proof_passed,74,86,86,42,no,,0,,no
MOVE_OCTAZOOKA,OCTAZOOKA,"Fires a lump of ink to
damage and cut accuracy.","ยิงก้อนหมึกโจมตี
และอาจลดความแม่นยำ",proof_passed,75,102,102,26,no,,0,,no
MOVE_SPIKES,SPIKES,"Sets spikes that hurt a
foe switching in.","วางหนามทำร้าย
คู่ต่อสู้ที่สลับเข้ามา",proof_passed,66,77,77,51,no,,0,,no
MOVE_ZAP_CANNON,ZAP CANNON,"Powerful and sure to cause
paralysis, but inaccurate.","พลังสูงและทำให้อัมพาต
แน่นอนแต่แม่นยำต่ำ",proof_passed,102,93,102,26,no,,1,status_or_ko_text,no
MOVE_FORESIGHT,FORESIGHT,"Negates the foe's efforts
to heighten evasiveness.","ลบผลการเพิ่ม
การหลบหลีกของคู่ต่อสู้",proof_passed,59,96,96,32,no,,0,,no
MOVE_DESTINY_BOND,DESTINY BOND,"If the user faints, the foe
is also made to faint.","หากผู้ใช้ท่าหมดสภาพ
คู่ต่อสู้ก็หมดสภาพด้วย",proof_passed,92,97,97,31,no,,1,status_or_ko_text,no
MOVE_PERISH_SONG,PERISH SONG,"Any POKéMON hearing this
song faints in 3 turns.","โปเกมอนที่ได้ยินเพลงนี้
หมดสภาพใน 3 เทิร์น",proof_passed,107,95,107,21,yes,,4,mixed_latin_or_number;numeric;status_or_ko_text,yes
MOVE_ICY_WIND,ICY WIND,"A chilling attack that
lowers the foe's SPEED.","โจมตีด้วยลมหนาว
ลดความเร็วคู่ต่อสู้",proof_passed,82,79,82,46,no,,0,,no
MOVE_DETECT,DETECT,"Evades attack, but may fail
if used in succession.","ป้องกันการโจมตี
ใช้ต่อเนื่องอาจล้มเหลว",proof_passed,71,99,99,29,no,,0,,no
MOVE_BONE_RUSH,BONE RUSH,"Strikes the foe with a bone
in hand 2 to 5 times.","ใช้กระดูกโจมตี
คู่ต่อสู้ 2 ถึง 5 ครั้ง",proof_passed,66,76,76,52,yes,,3,mixed_latin_or_number;numeric,no
MOVE_LOCK_ON,LOCK-ON,"Locks on to the foe to
ensure the next move hits.","ล็อกเป้าคู่ต่อสู้
ให้ท่าถัดไปโดนแน่นอน",proof_passed,59,107,107,21,no,,0,,no
MOVE_OUTRAGE,OUTRAGE,"A rampage of 2 to 3 turns
that confuses the user.","อาละวาด 2 ถึง 3 เทิร์น
แล้วผู้ใช้ท่าสับสน",proof_passed,94,75,94,34,yes,,4,mixed_latin_or_number;numeric;status_or_ko_text,yes
MOVE_SANDSTORM,SANDSTORM,"Causes a sandstorm that
rages for several turns.","ทำให้เกิดพายุทราย
ต่อเนื่องหลายเทิร์น",proof_passed,81,82,82,46,no,,0,,no
MOVE_GIGA_DRAIN,GIGA DRAIN,"An attack that steals half
the damage inflicted.","ดูด HP เท่ากับครึ่งหนึ่ง
ของความเสียหายที่ทำได้",proof_passed,95,104,104,24,yes,HP,2,mixed_latin_or_number,no
MOVE_ENDURE,ENDURE,"Endures any attack for
1 turn, leaving at least 1HP.","ทนทุกการโจมตี 1 เทิร์น
เหลือ HP อย่างน้อย 1",proof_passed,103,87,103,25,yes,HP,3,mixed_latin_or_number;numeric,yes
MOVE_CHARM,CHARM,"Charms the foe and sharply
reduces its ATTACK.","ใช้เสน่ห์ดึงดูด
ลดพลังโจมตีอย่างมาก",proof_passed,62,93,93,35,no,,1,sharp_stat_change,no
MOVE_ROLLOUT,ROLLOUT,"An attack lasting 5 turns
with rising intensity.","โจมตีต่อเนื่อง 5 เทิร์น
และแรงขึ้นทุกครั้ง",proof_passed,95,81,95,33,yes,,3,mixed_latin_or_number;numeric,no
MOVE_FALSE_SWIPE,FALSE SWIPE,"An attack that leaves the
foe with at least 1 HP.","โจมตีโดยเหลือ HP
คู่ต่อสู้อย่างน้อย 1",proof_passed,79,74,79,49,yes,HP,3,mixed_latin_or_number;numeric,no
MOVE_SWAGGER,SWAGGER,"Confuses the foe, but also
sharply raises ATTACK.","ทำให้คู่ต่อสู้สับสน
แต่เพิ่มพลังโจมตีอย่างมาก",proof_passed,77,113,113,15,no,,2,sharp_stat_change;status_or_ko_text,no
MOVE_MILK_DRINK,MILK DRINK,"Recovers up to half the
user's maximum HP.","ฟื้นฟู HP ได้ถึง
ครึ่งหนึ่งของ HP สูงสุด",proof_passed,63,92,92,36,yes,HP,2,mixed_latin_or_number,no
MOVE_SPARK,SPARK,"An electrified tackle that
may paralyze the foe.","พุ่งชนด้วยกระแสไฟฟ้า
อาจทำให้คู่ต่อสู้อัมพาต",proof_passed,100,98,100,28,no,,1,status_or_ko_text,no
MOVE_FURY_CUTTER,FURY CUTTER,"An attack that intensifies
on each successive hit.","โจมตีแรงขึ้น
ทุกครั้งที่ใช้ต่อเนื่อง",proof_passed,57,85,85,43,no,,0,,no
MOVE_STEEL_WING,STEEL WING,"Strikes the foe with hard
wings spread wide.","โจมตีด้วยปีกแข็ง
ที่กางออกกว้าง",proof_passed,74,59,74,54,no,,0,,no
MOVE_MEAN_LOOK,MEAN LOOK,"Fixes the foe with a mean
look that prevents escape.","จ้องด้วยสายตาน่ากลัว
เพื่อป้องกันการหลบหนี",proof_passed,92,99,99,29,no,,0,,no
MOVE_ATTRACT,ATTRACT,"Makes the opposite gender
less likely to attack.","ทำให้เพศตรงข้าม
มีโอกาสโจมตีน้อยลง",proof_passed,76,89,89,39,no,,0,,no
MOVE_SLEEP_TALK,SLEEP TALK,"Uses an available move
randomly while asleep.","สุ่มใช้ท่าที่มีอยู่
ขณะกำลังหลับ",proof_passed,62,61,62,66,no,,0,,no
MOVE_HEAL_BELL,HEAL BELL,"Chimes soothingly to heal
all status abnormalities.","เสียงกระดิ่งผ่อนคลาย
รักษาสถานะผิดปกติทั้งหมด",proof_passed,90,118,118,10,no,,4,wide_line;status_or_ko_text,yes
MOVE_RETURN,RETURN,"An attack that increases
in power with friendship.","พลังเพิ่มตามความสนิท
ของผู้ใช้ท่ากับเทรนเนอร์",proof_passed,100,105,105,23,no,,0,,no
MOVE_PRESENT,PRESENT,"A gift in the form of a
bomb. May restore HP.","มอบของขวัญเป็นระเบิด
แต่อาจฟื้นฟู HP",proof_passed,103,67,103,25,yes,HP,2,mixed_latin_or_number,no
MOVE_FRUSTRATION,FRUSTRATION,"An attack that is stronger
if the TRAINER is disliked.","พลังยิ่งสูงเมื่อผู้ใช้ท่า
ไม่ชอบเทรนเนอร์",proof_passed,84,79,84,44,no,,0,,no
MOVE_SAFEGUARD,SAFEGUARD,"A mystical force prevents
all status problems.","พลังลึกลับช่วยป้องกัน
สถานะผิดปกติทั้งหมด",proof_passed,92,95,95,33,no,,1,status_or_ko_text,no
MOVE_PAIN_SPLIT,PAIN SPLIT,"Adds the user and foe's HP,
then shares them equally.","รวม HP ของทั้งสองฝ่าย
แล้วแบ่งให้เท่ากัน",proof_passed,94,79,94,34,yes,HP,2,mixed_latin_or_number,no
MOVE_SACRED_FIRE,SACRED FIRE,"A mystical fire attack that
may inflict a burn.","โจมตีด้วยเพลิงลึกลับ
อาจทำให้คู่ต่อสู้ไหม้",proof_passed,91,86,91,37,no,,1,status_or_ko_text,no
MOVE_MAGNITUDE,MAGNITUDE,"A ground-shaking attack
of random intensity.","เขย่าพื้นดินโจมตี
ด้วยความรุนแรงแบบสุ่ม",proof_passed,77,106,106,22,no,,0,,no
MOVE_DYNAMIC_PUNCH,DYNAMICPUNCH,"Powerful and sure to cause
confusion, but inaccurate.","พลังสูงและทำให้สับสน
แน่นอนแต่แม่นยำต่ำ",proof_passed,97,93,97,31,no,,1,status_or_ko_text,no
MOVE_MEGAHORN,MEGAHORN,"A brutal ramming attack
using out-thrust horns.","พุ่งชนอย่างรุนแรง
ด้วยเขาที่ชี้ไปข้างหน้า",proof_passed,75,94,94,34,no,,0,,no
MOVE_DRAGON_BREATH,DRAGONBREATH,"Strikes the foe with an
incredible blast of breath.","พ่นลมหายใจรุนแรง
เข้าใส่คู่ต่อสู้",proof_passed,87,52,87,41,no,,0,,no
MOVE_BATON_PASS,BATON PASS,"Switches out the user while
keeping effects in play.","สลับผู้ใช้ท่าออก
โดยคงผลต่างๆ ไว้",proof_passed,66,77,77,51,no,,0,,no
MOVE_ENCORE,ENCORE,"Makes the foe repeat its
last move over 2 to 6 turns.","บังคับให้คู่ต่อสู้ใช้
ท่าล่าสุดซ้ำ 2 ถึง 6 เทิร์น",proof_passed,78,101,101,27,yes,,3,mixed_latin_or_number;numeric,no
MOVE_PURSUIT,PURSUIT,"Inflicts bad damage if used
on a foe switching out.","สร้างความเสียหายหนัก
หากคู่ต่อสู้กำลังสลับตัว",proof_passed,98,95,98,30,no,,0,,no
MOVE_RAPID_SPIN,RAPID SPIN,"Spins the body at high
speed to strike the foe.","หมุนร่างด้วยความเร็วสูง
เพื่อโจมตีคู่ต่อสู้",proof_passed,104,69,104,24,no,,0,,no
MOVE_SWEET_SCENT,SWEET SCENT,"Allures the foe to reduce
evasiveness.","ใช้กลิ่นหอมล่อ
เพื่อลดการหลบหลีก",proof_passed,64,85,85,43,no,,0,,no
MOVE_IRON_TAIL,IRON TAIL,"Attacks with a rock-hard
tail. May lower DEFENSE.","โจมตีด้วยหางแข็งดุจหิน
อาจลดพลังป้องกัน",proof_passed,104,78,104,24,no,,0,,no
MOVE_METAL_CLAW,METAL CLAW,"A claw attack that may
raise the user's ATTACK.","โจมตีด้วยกรงเล็บโลหะ
อาจเพิ่มพลังโจมตี",proof_passed,99,78,99,29,no,,0,,no
MOVE_VITAL_THROW,VITAL THROW,"Makes the user's move last,
but it never misses.","ลงมือทีหลังเสมอ
แต่ท่านี้ไม่พลาด",proof_passed,70,71,71,57,no,,0,,no
MOVE_MORNING_SUN,MORNING SUN,"Restores HP. The amount
varies with the weather.","ฟื้นฟู HP ตามปริมาณ
ที่ขึ้นกับสภาพอากาศ",proof_passed,92,88,92,36,yes,HP,2,mixed_latin_or_number,no
MOVE_SYNTHESIS,SYNTHESIS,"Restores HP. The amount
varies with the weather.","ฟื้นฟู HP ตามปริมาณ
ที่ขึ้นกับสภาพอากาศ",proof_passed,92,88,92,36,yes,HP,2,mixed_latin_or_number,no
MOVE_MOONLIGHT,MOONLIGHT,"Restores HP. The amount
varies with the weather.","ฟื้นฟู HP ตามปริมาณ
ที่ขึ้นกับสภาพอากาศ",proof_passed,92,88,92,36,yes,HP,2,mixed_latin_or_number,no
MOVE_HIDDEN_POWER,HIDDEN POWER,"The effectiveness varies
with the user.","ประสิทธิภาพเปลี่ยนไป
ตามผู้ใช้ท่า",proof_passed,99,47,99,29,no,,0,,no
MOVE_CROSS_CHOP,CROSS CHOP,"A double-chopping attack.
High critical-hit ratio.","สับโจมตีด้วยมือทั้งสอง
โอกาสโจมตีคริติคอลสูง",proof_passed,98,101,101,27,no,,0,,no
MOVE_TWISTER,TWISTER,"Whips up a vicious twister
to tear at the foe.","สร้างพายุหมุนรุนแรง
ฉีกกระชากคู่ต่อสู้",proof_passed,88,72,88,40,no,,0,,no
MOVE_RAIN_DANCE,RAIN DANCE,"Boosts the power of WATER-
type moves for 5 turns.","เพิ่มพลังท่าประเภท WATER
นาน 5 เทิร์น",proof_passed,111,55,111,17,yes,,3,mixed_latin_or_number;numeric,yes
MOVE_SUNNY_DAY,SUNNY DAY,"Boosts the power of FIRE-
type moves for 5 turns.","เพิ่มพลังท่าประเภท FIRE
นาน 5 เทิร์น",proof_passed,105,55,105,23,yes,,3,mixed_latin_or_number;numeric,yes
MOVE_CRUNCH,CRUNCH,"Crunches with sharp fangs.
May lower SP. DEF.","กัดด้วยเขี้ยวแหลมคม
อาจลดพลังป้องกันพิเศษ",proof_passed,97,105,105,23,no,,0,,no
MOVE_MIRROR_COAT,MIRROR COAT,"Counters the foe's special
attack at double the power.","โต้กลับท่าพิเศษ
ด้วยพลังสองเท่า",proof_passed,69,68,69,59,no,,0,,no
MOVE_PSYCH_UP,PSYCH UP,"Copies the foe's effect(s)
and gives to the user.","คัดลอกผลของคู่ต่อสู้
มาใช้กับผู้ใช้ท่า",proof_passed,86,65,86,42,no,,0,,no
MOVE_EXTREME_SPEED,EXTREMESPEED,"An extremely fast and
powerful attack.","โจมตีด้วยความเร็ว
และพลังอันมหาศาล",proof_passed,84,85,85,43,no,,0,,no
MOVE_ANCIENT_POWER,ANCIENTPOWER,"An attack that may raise
all stats.","โจมตีและอาจเพิ่ม
ค่าสถานะทั้งหมด",proof_passed,78,73,78,50,no,,0,,no
MOVE_SHADOW_BALL,SHADOW BALL,"Hurls a black blob that may
lower the foe's SP. DEF.","ขว้างก้อนพลังสีดำ
อาจลดพลังป้องกันพิเศษ",proof_passed,75,105,105,23,no,,0,,no
MOVE_FUTURE_SIGHT,FUTURE SIGHT,"Heightens inner power to
strike 2 turns later.","เพิ่มพลังภายใน
เพื่อโจมตีอีก 2 เทิร์นต่อมา",proof_passed,68,114,114,14,yes,,3,mixed_latin_or_number;numeric,yes
MOVE_ROCK_SMASH,ROCK SMASH,"A rock-crushing attack
that may lower DEFENSE.","โจมตีทำลายก้อนหิน
อาจลดพลังป้องกัน",proof_passed,87,78,87,41,no,,0,,no
MOVE_WHIRLPOOL,WHIRLPOOL,"Traps and hurts the foe in
a whirlpool for 2 to 5 turns.","ขังและทำร้ายในน้ำวน
นาน 2 ถึง 5 เทิร์น",proof_passed,93,76,93,35,yes,,3,mixed_latin_or_number;numeric,no
MOVE_BEAT_UP,BEAT UP,"Summons party POKéMON to
join in the attack.","เรียกโปเกมอนในทีม
มาร่วมโจมตี",proof_passed,93,54,93,35,no,,0,,no
MOVE_FAKE_OUT,FAKE OUT,"A 1st-turn, 1st-strike move
that causes flinching.","โจมตีก่อนในเทิร์นที่ 1
และทำให้คู่ต่อสู้ชะงัก",proof_passed,98,90,98,30,yes,,4,mixed_latin_or_number;numeric;status_or_ko_text,yes
MOVE_UPROAR,UPROAR,"Causes an uproar for 2 to 5
turns and prevents sleep.","ส่งเสียงเอะอะ 2 ถึง 5 เทิร์น
และป้องกันการหลับ",proof_passed,112,84,112,16,yes,,3,mixed_latin_or_number;numeric,yes
