move_id,move_name_en,name_status,description_symbol,source_text,target_text_th,description_status,move_name_source_file,move_name_source_line,description_source_file,description_source_line,mapping_source_line
MOVE_SCREECH,SCREECH,keep_english,sScreechDescription,"Emits a screech to sharply
reduce the foe's DEFENSE.","ส่งเสียงแหลมรุนแรง
ลดพลังป้องกันอย่างมาก",proof_passed,src/data/text/move_names.h,106,src/data/text/move_descriptions.h,412,1525
MOVE_DOUBLE_TEAM,DOUBLE TEAM,keep_english,sDoubleTeamDescription,"Creates illusory copies to
raise evasiveness.","สร้างภาพลวงตาซ้ำซ้อน
เพื่อเพิ่มการหลบหลีก",proof_passed,src/data/text/move_names.h,107,src/data/text/move_descriptions.h,416,1526
MOVE_RECOVER,RECOVER,keep_english,sRecoverDescription,"Recovers up to half the
user's maximum HP.","ฟื้นฟู HP ได้ถึง
ครึ่งหนึ่งของ HP สูงสุด",proof_passed,src/data/text/move_names.h,108,src/data/text/move_descriptions.h,420,1527
MOVE_HARDEN,HARDEN,keep_english,sHardenDescription,"Stiffens the body's
muscles to raise DEFENSE.","ทำให้กล้ามเนื้อแข็งขึ้น
เพื่อเพิ่มพลังป้องกัน",proof_passed,src/data/text/move_names.h,109,src/data/text/move_descriptions.h,424,1528
MOVE_MINIMIZE,MINIMIZE,keep_english,sMinimizeDescription,"Minimizes the user's size
to raise evasiveness.","ย่อขนาดร่างกาย
เพื่อเพิ่มการหลบหลีก",proof_passed,src/data/text/move_names.h,110,src/data/text/move_descriptions.h,428,1529
MOVE_SMOKESCREEN,SMOKESCREEN,keep_english,sSmokescreenDescription,"Lowers the foe's accuracy
using smoke, ink, etc.","ใช้ควันหรือหมึก
ลดความแม่นยำคู่ต่อสู้",proof_passed,src/data/text/move_names.h,111,src/data/text/move_descriptions.h,432,1530
MOVE_CONFUSE_RAY,CONFUSE RAY,keep_english,sConfuseRayDescription,"A sinister ray that
confuses the foe.","ปล่อยลำแสงชั่วร้าย
ทำให้คู่ต่อสู้สับสน",proof_passed,src/data/text/move_names.h,112,src/data/text/move_descriptions.h,436,1531
MOVE_WITHDRAW,WITHDRAW,keep_english,sWithdrawDescription,"Withdraws the body into its
hard shell to raise DEFENSE.","หดตัวเข้าในเปลือกแข็ง
เพื่อเพิ่มพลังป้องกัน",proof_passed,src/data/text/move_names.h,113,src/data/text/move_descriptions.h,440,1532
MOVE_DEFENSE_CURL,DEFENSE CURL,keep_english,sDefenseCurlDescription,"Curls up to conceal weak
spots and raise DEFENSE.","ม้วนตัวปิดจุดอ่อน
เพื่อเพิ่มพลังป้องกัน",proof_passed,src/data/text/move_names.h,114,src/data/text/move_descriptions.h,444,1533
MOVE_BARRIER,BARRIER,keep_english,sBarrierDescription,"Creates a barrier that
sharply raises DEFENSE.","สร้างกำแพงพลัง
เพิ่มพลังป้องกันอย่างมาก",proof_passed,src/data/text/move_names.h,115,src/data/text/move_descriptions.h,448,1534
MOVE_LIGHT_SCREEN,LIGHT SCREEN,keep_english,sLightScreenDescription,"Creates a wall of light that
lowers SP. ATK damage.","ลดความเสียหายจาก
พลังโจมตีพิเศษ",proof_passed,src/data/text/move_names.h,116,src/data/text/move_descriptions.h,452,1535
MOVE_HAZE,HAZE,keep_english,sHazeDescription,"Creates a black haze that
eliminates all stat changes.","สร้างหมอกดำ
ล้างการเปลี่ยนค่าสถานะ",proof_passed,src/data/text/move_names.h,117,src/data/text/move_descriptions.h,456,1536
MOVE_REFLECT,REFLECT,keep_english,sReflectDescription,"Creates a wall of light that
weakens physical attacks.","ลดความเสียหายจาก
การโจมตีกายภาพ",proof_passed,src/data/text/move_names.h,118,src/data/text/move_descriptions.h,460,1537
MOVE_FOCUS_ENERGY,FOCUS ENERGY,keep_english,sFocusEnergyDescription,"Focuses power to raise the
critical-hit ratio.","รวบรวมพลังเพื่อเพิ่ม
โอกาสโจมตีคริติคอล",proof_passed,src/data/text/move_names.h,119,src/data/text/move_descriptions.h,464,1538
MOVE_BIDE,BIDE,keep_english,sBideDescription,"Endures attack for 2
turns to retaliate double.","อดทนรับการโจมตี 2 เทิร์น
แล้วโต้กลับด้วยพลังสองเท่า",proof_passed,src/data/text/move_names.h,120,src/data/text/move_descriptions.h,468,1539
MOVE_METRONOME,METRONOME,keep_english,sMetronomeDescription,"Waggles a finger to use any
POKéMON move at random.","กระดิกนิ้วสุ่มใช้
ท่าของโปเกมอนหนึ่งท่า",proof_passed,src/data/text/move_names.h,121,src/data/text/move_descriptions.h,472,1540
MOVE_MIRROR_MOVE,MIRROR MOVE,keep_english,sMirrorMoveDescription,"Counters the foe's attack
with the same move.","ใช้ท่าเดียวกับ
ที่คู่ต่อสู้เพิ่งใช้",proof_passed,src/data/text/move_names.h,122,src/data/text/move_descriptions.h,476,1541
MOVE_SELF_DESTRUCT,SELFDESTRUCT,keep_english,sSelfDestructDescription,"Inflicts severe damage but
makes the user faint.","สร้างความเสียหายรุนแรง
แต่ผู้ใช้ท่าหมดสภาพ",proof_passed,src/data/text/move_names.h,123,src/data/text/move_descriptions.h,480,1542
MOVE_EGG_BOMB,EGG BOMB,keep_english,sEggBombDescription,"An egg is forcibly hurled at
the foe.","ขว้างไข่อย่างรุนแรง
ใส่คู่ต่อสู้",proof_passed,src/data/text/move_names.h,124,src/data/text/move_descriptions.h,484,1543
MOVE_LICK,LICK,keep_english,sLickDescription,"Licks with a long tongue to
injure. May also paralyze.","เลียด้วยลิ้นยาว
อาจทำให้คู่ต่อสู้อัมพาต",proof_passed,src/data/text/move_names.h,125,src/data/text/move_descriptions.h,488,1544
MOVE_SMOG,SMOG,keep_english,sSmogDescription,"An exhaust-gas attack
that may also poison.","โจมตีด้วยก๊าซเสีย
อาจทำให้คู่ต่อสู้ติดพิษ",proof_passed,src/data/text/move_names.h,126,src/data/text/move_descriptions.h,492,1545
MOVE_SLUDGE,SLUDGE,keep_english,sSludgeDescription,"Sludge is hurled to inflict
damage. May also poison.","ขว้างโคลนพิษโจมตี
อาจทำให้คู่ต่อสู้ติดพิษ",proof_passed,src/data/text/move_names.h,127,src/data/text/move_descriptions.h,496,1546
MOVE_BONE_CLUB,BONE CLUB,keep_english,sBoneClubDescription,"Clubs the foe with a bone.
May cause flinching.","ฟาดคู่ต่อสู้ด้วยกระดูก
อาจทำให้ชะงัก",proof_passed,src/data/text/move_names.h,128,src/data/text/move_descriptions.h,500,1547
MOVE_FIRE_BLAST,FIRE BLAST,keep_english,sFireBlastDescription,"Incinerates everything it
strikes. May cause a burn.","เผาทุกสิ่งที่ถูกโจมตี
อาจทำให้คู่ต่อสู้ไหม้",proof_passed,src/data/text/move_names.h,129,src/data/text/move_descriptions.h,504,1548
MOVE_WATERFALL,WATERFALL,keep_english,sWaterfallDescription,"Charges the foe with speed
to climb waterfalls.","พุ่งชนคู่ต่อสู้ด้วย
ความเร็วที่ไต่ขึ้นน้ำตกได้",proof_passed,src/data/text/move_names.h,130,src/data/text/move_descriptions.h,508,1549
MOVE_CLAMP,CLAMP,keep_english,sClampDescription,"Traps and squeezes the
foe for 2 to 5 turns.","หนีบและบีบคู่ต่อสู้
นาน 2 ถึง 5 เทิร์น",proof_passed,src/data/text/move_names.h,131,src/data/text/move_descriptions.h,512,1550
MOVE_SWIFT,SWIFT,keep_english,sSwiftDescription,"Sprays star-shaped rays
that never miss.","ยิงลำแสงรูปดาว
ที่ไม่พลาดเป้า",proof_passed,src/data/text/move_names.h,132,src/data/text/move_descriptions.h,516,1551
MOVE_SKULL_BASH,SKULL BASH,keep_english,sSkullBashDescription,"Tucks in the head, then
attacks on the next turn.","หดหัวตั้งท่า
แล้วโจมตีในเทิร์นถัดไป",proof_passed,src/data/text/move_names.h,133,src/data/text/move_descriptions.h,520,1552
MOVE_SPIKE_CANNON,SPIKE CANNON,keep_english,sSpikeCannonDescription,"Launches sharp spikes that
strike 2 to 5 times.","ยิงหนามแหลมต่อเนื่อง
2 ถึง 5 ครั้ง",proof_passed,src/data/text/move_names.h,134,src/data/text/move_descriptions.h,524,1553
MOVE_CONSTRICT,CONSTRICT,keep_english,sConstrictDescription,"Constricts to inflict pain.
May lower SPEED.","รัดแน่นให้เจ็บปวด
อาจลดความเร็ว",proof_passed,src/data/text/move_names.h,135,src/data/text/move_descriptions.h,528,1554
MOVE_AMNESIA,AMNESIA,keep_english,sAmnesiaDescription,"Forgets about something
and sharply raises SP. DEF.","ลืมบางสิ่งเพื่อเพิ่ม
พลังป้องกันพิเศษอย่างมาก",proof_passed,src/data/text/move_names.h,136,src/data/text/move_descriptions.h,532,1555
MOVE_KINESIS,KINESIS,keep_english,sKinesisDescription,"Distracts the foe.
May lower accuracy.","รบกวนสมาธิคู่ต่อสู้
อาจลดความแม่นยำ",proof_passed,src/data/text/move_names.h,137,src/data/text/move_descriptions.h,536,1556
MOVE_SOFT_BOILED,SOFTBOILED,keep_english,sSoftBoiledDescription,"Recovers up to half the
user's maximum HP.","ฟื้นฟู HP ได้ถึง
ครึ่งหนึ่งของ HP สูงสุด",proof_passed,src/data/text/move_names.h,138,src/data/text/move_descriptions.h,540,1557
MOVE_HI_JUMP_KICK,HI JUMP KICK,keep_english,sHiJumpKickDescription,"A jumping knee kick. If it
misses, the user is hurt.","กระโดดเข่าโจมตี
พลาดแล้วผู้ใช้ท่าบาดเจ็บ",proof_passed,src/data/text/move_names.h,139,src/data/text/move_descriptions.h,544,1558
MOVE_GLARE,GLARE,keep_english,sGlareDescription,"Intimidates and frightens
the foe into paralysis.","ข่มขู่ด้วยสายตาน่ากลัว
ทำให้คู่ต่อสู้อัมพาต",proof_passed,src/data/text/move_names.h,140,src/data/text/move_descriptions.h,548,1559
MOVE_DREAM_EATER,DREAM EATER,keep_english,sDreamEaterDescription,"Takes one half the damage
inflicted on a sleeping foe.","ดูด HP ครึ่งความเสียหาย
จากคู่ต่อสู้ที่หลับ",proof_passed,src/data/text/move_names.h,141,src/data/text/move_descriptions.h,552,1560
MOVE_POISON_GAS,POISON GAS,keep_english,sPoisonGasDescription,"Envelops the foe in a toxic
gas that may poison.","คลุมคู่ต่อสู้ด้วยก๊าซพิษ
อาจทำให้ติดพิษ",proof_passed,src/data/text/move_names.h,142,src/data/text/move_descriptions.h,556,1561
MOVE_BARRAGE,BARRAGE,keep_english,sBarrageDescription,"Hurls round objects at the
foe 2 to 5 times.","ขว้างวัตถุทรงกลม
ใส่คู่ต่อสู้ 2 ถึง 5 ครั้ง",proof_passed,src/data/text/move_names.h,143,src/data/text/move_descriptions.h,560,1562
MOVE_LEECH_LIFE,LEECH LIFE,keep_english,sLeechLifeDescription,"An attack that steals half
the damage inflicted.","ดูด HP เท่ากับครึ่งหนึ่ง
ของความเสียหายที่ทำได้",proof_passed,src/data/text/move_names.h,144,src/data/text/move_descriptions.h,564,1563
MOVE_LOVELY_KISS,LOVELY KISS,keep_english,sLovelyKissDescription,"Demands a kiss with a scary
face that induces sleep.","จูบด้วยใบหน้าน่ากลัว
ทำให้คู่ต่อสู้หลับ",proof_passed,src/data/text/move_names.h,145,src/data/text/move_descriptions.h,568,1564
MOVE_SKY_ATTACK,SKY ATTACK,keep_english,sSkyAttackDescription,"Searches out weak spots,
then strikes the next turn.","เล็งหาจุดอ่อนก่อน
โจมตีในเทิร์นถัดไป",proof_passed,src/data/text/move_names.h,146,src/data/text/move_descriptions.h,572,1565
MOVE_TRANSFORM,TRANSFORM,keep_english,sTransformDescription,"Alters the user's cells to
become a copy of the foe.","เปลี่ยนเซลล์ของผู้ใช้ท่า
ให้เป็นร่างคู่ต่อสู้",proof_passed,src/data/text/move_names.h,147,src/data/text/move_descriptions.h,576,1566
MOVE_BUBBLE,BUBBLE,keep_english,sBubbleDescription,"An attack using bubbles.
May lower the foe's SPEED.","โจมตีด้วยฟองน้ำ
อาจลดความเร็วคู่ต่อสู้",proof_passed,src/data/text/move_names.h,148,src/data/text/move_descriptions.h,580,1567
MOVE_DIZZY_PUNCH,DIZZY PUNCH,keep_english,sDizzyPunchDescription,"A rhythmic punch that may
confuse the foe.","ชกเป็นจังหวะ
อาจทำให้คู่ต่อสู้สับสน",proof_passed,src/data/text/move_names.h,149,src/data/text/move_descriptions.h,584,1568
MOVE_SPORE,SPORE,keep_english,sSporeDescription,"Scatters a cloud of spores
that always induce sleep.","โปรยกลุ่มสปอร์
ทำให้คู่ต่อสู้หลับเสมอ",proof_passed,src/data/text/move_names.h,150,src/data/text/move_descriptions.h,588,1569
MOVE_FLASH,FLASH,keep_english,sFlashDescription,"Looses a powerful blast of
light that cuts accuracy.","ปล่อยแสงสว่างจ้า
เพื่อลดความแม่นยำ",proof_passed,src/data/text/move_names.h,151,src/data/text/move_descriptions.h,592,1570
MOVE_PSYWAVE,PSYWAVE,keep_english,sPsywaveDescription,"Attacks with a psychic
wave of varying intensity.","โจมตีด้วยคลื่นพลังจิต
ที่มีความรุนแรงแปรผัน",proof_passed,src/data/text/move_names.h,152,src/data/text/move_descriptions.h,596,1571
MOVE_SPLASH,SPLASH,keep_english,sSplashDescription,"It's just a splash...
Has no effect whatsoever.","แค่กระโดดเล่นเท่านั้น
ไม่มีผลใดๆ",proof_passed,src/data/text/move_names.h,153,src/data/text/move_descriptions.h,600,1572
MOVE_ACID_ARMOR,ACID ARMOR,keep_english,sAcidArmorDescription,"Liquifies the user's body
to sharply raise DEFENSE.","ทำให้ร่างกายเป็นของเหลว
เพิ่มพลังป้องกันอย่างมาก",proof_passed,src/data/text/move_names.h,154,src/data/text/move_descriptions.h,604,1573
MOVE_CRABHAMMER,CRABHAMMER,keep_english,sCrabhammerDescription,"Hammers with a pincer. Has a
high critical-hit ratio.","ฟาดด้วยก้ามทรงพลัง
โอกาสโจมตีคริติคอลสูง",proof_passed,src/data/text/move_names.h,155,src/data/text/move_descriptions.h,608,1574
MOVE_EXPLOSION,EXPLOSION,keep_english,sExplosionDescription,"Inflicts severe damage but
makes the user faint.","สร้างความเสียหายรุนแรง
แต่ผู้ใช้ท่าหมดสภาพ",proof_passed,src/data/text/move_names.h,156,src/data/text/move_descriptions.h,612,1575
MOVE_FURY_SWIPES,FURY SWIPES,keep_english,sFurySwipesDescription,"Rakes the foe with sharp
claws, etc., 2 to 5 times.","ตะกุยด้วยกรงเล็บคม
2 ถึง 5 ครั้ง",proof_passed,src/data/text/move_names.h,157,src/data/text/move_descriptions.h,616,1576
MOVE_BONEMERANG,BONEMERANG,keep_english,sBonemerangDescription,"Throws a bone boomerang
that strikes twice.","ขว้างกระดูกแบบบูมเมอแรง
โจมตีสองครั้ง",proof_passed,src/data/text/move_names.h,158,src/data/text/move_descriptions.h,620,1577
MOVE_REST,REST,keep_english,sRestDescription,"The user sleeps for 2 turns,
restoring HP and status.","หลับ 2 เทิร์นเพื่อฟื้นฟู HP
และรักษาสถานะผิดปกติ",proof_passed,src/data/text/move_names.h,159,src/data/text/move_descriptions.h,624,1578
MOVE_ROCK_SLIDE,ROCK SLIDE,keep_english,sRockSlideDescription,"Large boulders are hurled.
May cause flinching.","ขว้างก้อนหินขนาดใหญ่
อาจทำให้คู่ต่อสู้ชะงัก",proof_passed,src/data/text/move_names.h,160,src/data/text/move_descriptions.h,628,1579
MOVE_HYPER_FANG,HYPER FANG,keep_english,sHyperFangDescription,"Attacks with sharp fangs.
May cause flinching.","โจมตีด้วยเขี้ยวแหลมคม
อาจทำให้คู่ต่อสู้ชะงัก",proof_passed,src/data/text/move_names.h,161,src/data/text/move_descriptions.h,632,1580
MOVE_SHARPEN,SHARPEN,keep_english,sSharpenDescription,"Reduces the polygon count
and raises ATTACK.","ลดจำนวนเหลี่ยมของร่างกาย
เพื่อเพิ่มพลังโจมตี",proof_passed,src/data/text/move_names.h,162,src/data/text/move_descriptions.h,636,1581
MOVE_CONVERSION,CONVERSION,keep_english,sConversionDescription,"Changes the user's type
into a known move's type.","เปลี่ยนประเภทผู้ใช้ท่า
เป็นประเภทของท่าที่รู้",proof_passed,src/data/text/move_names.h,163,src/data/text/move_descriptions.h,640,1582
MOVE_TRI_ATTACK,TRI ATTACK,keep_english,sTriAttackDescription,"Fires three types of beams
at the same time.","ยิงลำแสงสามชนิด
พร้อมกัน",proof_passed,src/data/text/move_names.h,164,src/data/text/move_descriptions.h,644,1583
MOVE_SUPER_FANG,SUPER FANG,keep_english,sSuperFangDescription,"Attacks with sharp fangs
and cuts half the foe's HP.","กัดด้วยเขี้ยวแหลมคม
ลด HP คู่ต่อสู้ครึ่งหนึ่ง",proof_passed,src/data/text/move_names.h,165,src/data/text/move_descriptions.h,648,1584
MOVE_SLASH,SLASH,keep_english,sSlashDescription,"Slashes with claws, etc. Has
a high critical-hit ratio.","ฟันด้วยกรงเล็บคม
โอกาสโจมตีคริติคอลสูง",proof_passed,src/data/text/move_names.h,166,src/data/text/move_descriptions.h,652,1585
MOVE_SUBSTITUTE,SUBSTITUTE,keep_english,sSubstituteDescription,"Creates a decoy using 1/4
of the user's maximum HP.","ใช้ HP สูงสุด 1/4
สร้างร่างตัวแทน",proof_passed,src/data/text/move_names.h,167,src/data/text/move_descriptions.h,656,1586
MOVE_STRUGGLE,STRUGGLE,keep_english,sStruggleDescription,"Used only if all PP are gone.
Also hurts the user a little.","ใช้เมื่อ PP ทุกท่าหมด
ผู้ใช้ท่าบาดเจ็บเล็กน้อย",proof_passed,src/data/text/move_names.h,168,src/data/text/move_descriptions.h,660,1587
MOVE_SKETCH,SKETCH,keep_english,sSketchDescription,"Copies the foe's last move
permanently.","คัดลอกท่าล่าสุด
ของคู่ต่อสู้อย่างถาวร",proof_passed,src/data/text/move_names.h,169,src/data/text/move_descriptions.h,664,1588
MOVE_TRIPLE_KICK,TRIPLE KICK,keep_english,sTripleKickDescription,"Kicks the foe 3 times in a
row with rising intensity.","เตะต่อเนื่อง 3 ครั้ง
และแรงขึ้นทุกครั้ง",proof_passed,src/data/text/move_names.h,170,src/data/text/move_descriptions.h,668,1589
MOVE_THIEF,THIEF,keep_english,sThiefDescription,"While attacking, it may
steal the foe's held item.","โจมตีพร้อมโอกาสขโมย
ไอเทมที่คู่ต่อสู้ถืออยู่",proof_passed,src/data/text/move_names.h,171,src/data/text/move_descriptions.h,672,1590
MOVE_SPIDER_WEB,SPIDER WEB,keep_english,sSpiderWebDescription,"Ensnares the foe to stop it
from fleeing or switching.","ดักคู่ต่อสู้ด้วยใย
ไม่ให้หนีหรือสลับตัว",proof_passed,src/data/text/move_names.h,172,src/data/text/move_descriptions.h,676,1591
MOVE_MIND_READER,MIND READER,keep_english,sMindReaderDescription,"Senses the foe's action to
ensure the next move's hit.","อ่านการเคลื่อนไหวคู่ต่อสู้
ให้ท่าถัดไปโดนแน่นอน",proof_passed,src/data/text/move_names.h,173,src/data/text/move_descriptions.h,680,1592
MOVE_NIGHTMARE,NIGHTMARE,keep_english,sNightmareDescription,"Inflicts 1/4 damage on a
sleeping foe every turn.","สร้างความเสียหาย 1/4
ทุกเทิร์นแก่คู่ต่อสู้ที่หลับ",proof_passed,src/data/text/move_names.h,174,src/data/text/move_descriptions.h,684,1593
MOVE_FLAME_WHEEL,FLAME WHEEL,keep_english,sFlameWheelDescription,"A fiery charge attack that
may inflict a burn.","พุ่งโจมตีด้วยวงล้อไฟ
อาจทำให้คู่ต่อสู้ไหม้",proof_passed,src/data/text/move_names.h,175,src/data/text/move_descriptions.h,688,1594
MOVE_SNORE,SNORE,keep_english,sSnoreDescription,"A loud attack that can be
used only while asleep.","โจมตีด้วยเสียงดัง
ใช้ได้เฉพาะตอนหลับ",proof_passed,src/data/text/move_names.h,176,src/data/text/move_descriptions.h,692,1595
MOVE_CURSE,CURSE,keep_english,sCurseDescription,"A move that functions
differently for GHOSTS.","ทำงานต่างกันเมื่อผู้ใช้ท่า
เป็นโปเกมอนประเภท GHOST",proof_passed,src/data/text/move_names.h,177,src/data/text/move_descriptions.h,696,1596
MOVE_FLAIL,FLAIL,keep_english,sFlailDescription,"Inflicts more damage when
the user's HP is down.","สร้างความเสียหายมากขึ้น
เมื่อ HP ผู้ใช้ท่าลดลง",proof_passed,src/data/text/move_names.h,178,src/data/text/move_descriptions.h,700,1597
MOVE_CONVERSION_2,CONVERSION 2,keep_english,sConversion2Description,"Makes the user resistant
to the last attack's type.","ทำให้ผู้ใช้ท่าทนต่อ
ประเภทของท่าล่าสุด",proof_passed,src/data/text/move_names.h,179,src/data/text/move_descriptions.h,704,1598
MOVE_AEROBLAST,AEROBLAST,keep_english,sAeroblastDescription,"Launches a vacuumed blast.
High critical-hit ratio.","ปล่อยคลื่นสุญญากาศ
โอกาสโจมตีคริติคอลสูง",proof_passed,src/data/text/move_names.h,180,src/data/text/move_descriptions.h,708,1599
MOVE_COTTON_SPORE,COTTON SPORE,keep_english,sCottonSporeDescription,"Spores cling to the foe,
sharply reducing SPEED.","สปอร์เกาะติดคู่ต่อสู้
ลดความเร็วอย่างมาก",proof_passed,src/data/text/move_names.h,181,src/data/text/move_descriptions.h,712,1600
MOVE_REVERSAL,REVERSAL,keep_english,sReversalDescription,"Inflicts more damage when
the user's HP is down.","สร้างความเสียหายมากขึ้น
เมื่อ HP ผู้ใช้ท่าลดลง",proof_passed,src/data/text/move_names.h,182,src/data/text/move_descriptions.h,716,1601
MOVE_SPITE,SPITE,keep_english,sSpiteDescription,"Spitefully cuts the PP
of the foe's last move.","ใช้ความอาฆาตลด PP
ท่าล่าสุดของคู่ต่อสู้",proof_passed,src/data/text/move_names.h,183,src/data/text/move_descriptions.h,720,1602
MOVE_POWDER_SNOW,POWDER SNOW,keep_english,sPowderSnowDescription,"Blasts the foe with a snowy
gust. May cause freezing.","พัดหิมะใส่คู่ต่อสู้
อาจแช่แข็งคู่ต่อสู้",proof_passed,src/data/text/move_names.h,184,src/data/text/move_descriptions.h,724,1603
MOVE_PROTECT,PROTECT,keep_english,sProtectDescription,"Evades attack, but may fail
if used in succession.","ป้องกันการโจมตี
ใช้ต่อเนื่องอาจล้มเหลว",proof_passed,src/data/text/move_names.h,185,src/data/text/move_descriptions.h,728,1604
MOVE_MACH_PUNCH,MACH PUNCH,keep_english,sMachPunchDescription,"A punch is thrown at wicked
speed to strike first.","ชกด้วยความเร็วสูง
เพื่อโจมตีก่อน",proof_passed,src/data/text/move_names.h,186,src/data/text/move_descriptions.h,732,1605
MOVE_SCARY_FACE,SCARY FACE,keep_english,sScaryFaceDescription,"Frightens with a scary face
to sharply reduce SPEED.","ข่มขู่ด้วยใบหน้าน่ากลัว
ลดความเร็วอย่างมาก",proof_passed,src/data/text/move_names.h,187,src/data/text/move_descriptions.h,736,1606
MOVE_FAINT_ATTACK,FAINT ATTACK,keep_english,sFaintAttackDescription,"Draws the foe close, then
strikes without fail.","ล่อคู่ต่อสู้เข้ามา
แล้วโจมตีแบบไม่พลาด",proof_passed,src/data/text/move_names.h,188,src/data/text/move_descriptions.h,740,1607
MOVE_SWEET_KISS,SWEET KISS,keep_english,sSweetKissDescription,"Demands a kiss with a cute
look. May cause confusion.","จูบด้วยท่าทางน่ารัก
อาจทำให้คู่ต่อสู้สับสน",proof_passed,src/data/text/move_names.h,189,src/data/text/move_descriptions.h,744,1608
MOVE_BELLY_DRUM,BELLY DRUM,keep_english,sBellyDrumDescription,"Maximizes ATTACK while
sacrificing HP.","สละ HP เพื่อเพิ่ม
พลังโจมตีจนสูงสุด",proof_passed,src/data/text/move_names.h,190,src/data/text/move_descriptions.h,748,1609
MOVE_SLUDGE_BOMB,SLUDGE BOMB,keep_english,sSludgeBombDescription,"Sludge is hurled to inflict
damage. May also poison.","ขว้างก้อนโคลนพิษ
อาจทำให้คู่ต่อสู้ติดพิษ",proof_passed,src/data/text/move_names.h,191,src/data/text/move_descriptions.h,752,1610
MOVE_MUD_SLAP,MUD-SLAP,keep_english,sMudSlapDescription,"Hurls mud in the foe's face
to reduce its accuracy.","สาดโคลนใส่หน้า
เพื่อลดความแม่นยำ",proof_passed,src/data/text/move_names.h,192,src/data/text/move_descriptions.h,756,1611
MOVE_OCTAZOOKA,OCTAZOOKA,keep_english,sOctazookaDescription,"Fires a lump of ink to
damage and cut accuracy.","ยิงก้อนหมึกโจมตี
และอาจลดความแม่นยำ",proof_passed,src/data/text/move_names.h,193,src/data/text/move_descriptions.h,760,1612
MOVE_SPIKES,SPIKES,keep_english,sSpikesDescription,"Sets spikes that hurt a
foe switching in.","วางหนามทำร้าย
คู่ต่อสู้ที่สลับเข้ามา",proof_passed,src/data/text/move_names.h,194,src/data/text/move_descriptions.h,764,1613
MOVE_ZAP_CANNON,ZAP CANNON,keep_english,sZapCannonDescription,"Powerful and sure to cause
paralysis, but inaccurate.","พลังสูงและทำให้อัมพาต
แน่นอนแต่แม่นยำต่ำ",proof_passed,src/data/text/move_names.h,195,src/data/text/move_descriptions.h,768,1614
MOVE_FORESIGHT,FORESIGHT,keep_english,sForesightDescription,"Negates the foe's efforts
to heighten evasiveness.","ลบผลการเพิ่ม
การหลบหลีกของคู่ต่อสู้",proof_passed,src/data/text/move_names.h,196,src/data/text/move_descriptions.h,772,1615
MOVE_DESTINY_BOND,DESTINY BOND,keep_english,sDestinyBondDescription,"If the user faints, the foe
is also made to faint.","หากผู้ใช้ท่าหมดสภาพ
คู่ต่อสู้ก็หมดสภาพด้วย",proof_passed,src/data/text/move_names.h,197,src/data/text/move_descriptions.h,776,1616
MOVE_PERISH_SONG,PERISH SONG,keep_english,sPerishSongDescription,"Any POKéMON hearing this
song faints in 3 turns.","โปเกมอนที่ได้ยินเพลงนี้
หมดสภาพใน 3 เทิร์น",proof_passed,src/data/text/move_names.h,198,src/data/text/move_descriptions.h,780,1617
MOVE_ICY_WIND,ICY WIND,keep_english,sIcyWindDescription,"A chilling attack that
lowers the foe's SPEED.","โจมตีด้วยลมหนาว
ลดความเร็วคู่ต่อสู้",proof_passed,src/data/text/move_names.h,199,src/data/text/move_descriptions.h,784,1618
MOVE_DETECT,DETECT,keep_english,sDetectDescription,"Evades attack, but may fail
if used in succession.","ป้องกันการโจมตี
ใช้ต่อเนื่องอาจล้มเหลว",proof_passed,src/data/text/move_names.h,200,src/data/text/move_descriptions.h,788,1619
MOVE_BONE_RUSH,BONE RUSH,keep_english,sBoneRushDescription,"Strikes the foe with a bone
in hand 2 to 5 times.","ใช้กระดูกโจมตี
คู่ต่อสู้ 2 ถึง 5 ครั้ง",proof_passed,src/data/text/move_names.h,201,src/data/text/move_descriptions.h,792,1620
MOVE_LOCK_ON,LOCK-ON,keep_english,sLockOnDescription,"Locks on to the foe to
ensure the next move hits.","ล็อกเป้าคู่ต่อสู้
ให้ท่าถัดไปโดนแน่นอน",proof_passed,src/data/text/move_names.h,202,src/data/text/move_descriptions.h,796,1621
MOVE_OUTRAGE,OUTRAGE,keep_english,sOutrageDescription,"A rampage of 2 to 3 turns
that confuses the user.","อาละวาด 2 ถึง 3 เทิร์น
แล้วผู้ใช้ท่าสับสน",proof_passed,src/data/text/move_names.h,203,src/data/text/move_descriptions.h,800,1622
MOVE_SANDSTORM,SANDSTORM,keep_english,sSandstormDescription,"Causes a sandstorm that
rages for several turns.","ทำให้เกิดพายุทราย
ต่อเนื่องหลายเทิร์น",proof_passed,src/data/text/move_names.h,204,src/data/text/move_descriptions.h,804,1623
MOVE_GIGA_DRAIN,GIGA DRAIN,keep_english,sGigaDrainDescription,"An attack that steals half
the damage inflicted.","ดูด HP เท่ากับครึ่งหนึ่ง
ของความเสียหายที่ทำได้",proof_passed,src/data/text/move_names.h,205,src/data/text/move_descriptions.h,808,1624
MOVE_ENDURE,ENDURE,keep_english,sEndureDescription,"Endures any attack for
1 turn, leaving at least 1HP.","ทนทุกการโจมตี 1 เทิร์น
เหลือ HP อย่างน้อย 1",proof_passed,src/data/text/move_names.h,206,src/data/text/move_descriptions.h,812,1625
