ui_id,ui_key,symbol,current_text,target_text_th,translation_status,scope_class,current_language,ui_areas,usage_count,definition_kind,source_file,source_line,line_count,control_codes,has_placeholders,width_constraint_status,visual_qa_status,translator_note
SM0075,local:src/battle_message.c:sText_PkmnLoweredHead,sText_PkmnLoweredHead,"{B_ATK_NAME_WITH_PREFIX} lowered
its head!","{B_ATK_NAME_WITH_PREFIX}
ก้มหัวลง!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,137,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-203319-phase6-batch23-battle-sleep-charge-prep-messages: preview/build passed; visual QA pending.; GLCC 20260813-203319-phase6-batch23-battle-sleep-charge-prep-messages: visual QA passed. Batch 23 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0076,local:src/battle_message.c:sText_PkmnIsGlowing,sText_PkmnIsGlowing,{B_ATK_NAME_WITH_PREFIX} is glowing!,{B_ATK_NAME_WITH_PREFIX} กำลังเปล่งแสง!,proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,138,1,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: preview/build passed; visual QA pending.; GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: visual QA passed. Batch 02 QA Gallery reviewed: 10/10 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0077,local:src/battle_message.c:sText_PkmnFlewHigh,sText_PkmnFlewHigh,"{B_ATK_NAME_WITH_PREFIX} flew
up high!","{B_ATK_NAME_WITH_PREFIX}
บินขึ้นสูง!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,139,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: preview/build passed; visual QA pending.; GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: visual QA passed. Batch 24 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0078,local:src/battle_message.c:sText_PkmnDugHole,sText_PkmnDugHole,{B_ATK_NAME_WITH_PREFIX} dug a hole!,{B_ATK_NAME_WITH_PREFIX} ขุดหลุมลงไป!,proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,140,1,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: preview/build passed; visual QA pending.; GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: visual QA passed. Batch 02 QA Gallery reviewed: 10/10 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0079,local:src/battle_message.c:sText_PkmnSqueezedByBind,sText_PkmnSqueezedByBind,"{B_DEF_NAME_WITH_PREFIX} was squeezed by
{B_ATK_NAME_WITH_PREFIX}'s BIND!","{B_DEF_NAME_WITH_PREFIX}
ถูก {B_ATK_NAME_WITH_PREFIX} รัดแน่น!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,143,2,{B_DEF_NAME_WITH_PREFIX}; {B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: preview/build passed; visual QA pending.; GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: visual QA passed. Batch 24 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0080,local:src/battle_message.c:sText_PkmnTrappedInVortex,sText_PkmnTrappedInVortex,"{B_DEF_NAME_WITH_PREFIX} was trapped
in the vortex!","{B_DEF_NAME_WITH_PREFIX}
ติดอยู่ในวังวน!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,144,2,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: preview/build passed; visual QA pending.; GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: visual QA passed. Batch 24 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0081,local:src/battle_message.c:sText_PkmnWrappedBy,sText_PkmnWrappedBy,"{B_DEF_NAME_WITH_PREFIX} was WRAPPED by
{B_ATK_NAME_WITH_PREFIX}!","{B_DEF_NAME_WITH_PREFIX}
ถูก {B_ATK_NAME_WITH_PREFIX} รัดพัน!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,146,2,{B_DEF_NAME_WITH_PREFIX}; {B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: preview/build passed; visual QA pending.; GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: visual QA passed. Batch 24 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0082,local:src/battle_message.c:sText_PkmnClamped,sText_PkmnClamped,"{B_ATK_NAME_WITH_PREFIX} CLAMPED
{B_DEF_NAME_WITH_PREFIX}!","{B_ATK_NAME_WITH_PREFIX} หนีบ
{B_DEF_NAME_WITH_PREFIX}!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,147,2,{B_ATK_NAME_WITH_PREFIX}; {B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: preview/build passed; visual QA pending.; GLCC 20260813-204051-phase6-batch24-battle-flight-trap-bind-messages: visual QA passed. Batch 24 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0083,local:src/battle_message.c:sText_PkmnHurtBy,sText_PkmnHurtBy,"{B_ATK_NAME_WITH_PREFIX} is hurt
by {B_BUFF1}!","{B_ATK_NAME_WITH_PREFIX} บาดเจ็บ
จาก {B_BUFF1}!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,148,2,{B_ATK_NAME_WITH_PREFIX}; {B_BUFF1},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: preview/build passed; visual QA pending.; GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: visual QA passed. Batch 25 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0084,local:src/battle_message.c:sText_PkmnFreedFrom,sText_PkmnFreedFrom,"{B_ATK_NAME_WITH_PREFIX} was freed
from {B_BUFF1}!","{B_ATK_NAME_WITH_PREFIX} หลุดพ้นจาก
{B_BUFF1}!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,149,2,{B_ATK_NAME_WITH_PREFIX}; {B_BUFF1},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: preview/build passed; visual QA pending.; GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: visual QA passed. Batch 25 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0085,local:src/battle_message.c:sText_PkmnCrashed,sText_PkmnCrashed,"{B_ATK_NAME_WITH_PREFIX} kept going
and crashed!","{B_ATK_NAME_WITH_PREFIX} พุ่งต่อไป
แล้วชนเข้าอย่างจัง!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,150,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: preview/build passed; visual QA pending.; GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: visual QA passed. Batch 25 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0086,global:gText_PkmnShroudedInMist,gText_PkmnShroudedInMist,"{B_ATK_PREFIX2} became
shrouded in MIST!","{B_ATK_PREFIX2} ถูกปกคลุม
ด้วยหมอก!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,2,c_u8,src/battle_message.c,151,2,{B_ATK_PREFIX2},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: preview/build passed; visual QA pending.; GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: visual QA passed. Batch 25 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0087,local:src/battle_message.c:sText_PkmnProtectedByMist,sText_PkmnProtectedByMist,"{B_SCR_ACTIVE_NAME_WITH_PREFIX} is protected
by MIST!","{B_SCR_ACTIVE_NAME_WITH_PREFIX} ได้รับการป้องกัน
จากหมอก!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,152,2,{B_SCR_ACTIVE_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: preview/build passed; visual QA pending.; GLCC 20260813-205125-phase6-batch25-battle-bind-crash-mist-messages: visual QA passed. Batch 25 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0088,global:gText_PkmnGettingPumped,gText_PkmnGettingPumped,"{B_ATK_NAME_WITH_PREFIX} is getting
pumped!","{B_ATK_NAME_WITH_PREFIX}
กำลังฮึกเหิม!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,2,c_u8,src/battle_message.c,153,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: preview/build passed; visual QA pending.; GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: visual QA passed. Batch 26 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0089,local:src/battle_message.c:sText_PkmnHitWithRecoil,sText_PkmnHitWithRecoil,"{B_ATK_NAME_WITH_PREFIX} is hit
with recoil!","{B_ATK_NAME_WITH_PREFIX}
ได้รับแรงสะท้อน!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,154,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: preview/build passed; visual QA pending.; GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: visual QA passed. Batch 26 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0090,local:src/battle_message.c:sText_PkmnProtectedItself2,sText_PkmnProtectedItself2,"{B_ATK_NAME_WITH_PREFIX} protected
itself!","{B_ATK_NAME_WITH_PREFIX}
ป้องกันตัวเอง!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,155,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: preview/build passed; visual QA pending.; GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: visual QA passed. Batch 26 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0091,local:src/battle_message.c:sText_PkmnBuffetedBySandstorm,sText_PkmnBuffetedBySandstorm,"{B_ATK_NAME_WITH_PREFIX} is buffeted
by the sandstorm!","{B_ATK_NAME_WITH_PREFIX}
ถูกพายุทรายกระหน่ำ!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,156,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: preview/build passed; visual QA pending.; GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: visual QA passed. Batch 26 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0092,local:src/battle_message.c:sText_PkmnPeltedByHail,sText_PkmnPeltedByHail,"{B_ATK_NAME_WITH_PREFIX} is pelted
by HAIL!","{B_ATK_NAME_WITH_PREFIX}
ถูกลูกเห็บถล่ม!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,157,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: preview/build passed; visual QA pending.; GLCC 20260813-210037-phase6-batch26-battle-recoil-weather-protection-messages: visual QA passed. Batch 26 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0093,local:src/battle_message.c:sText_PkmnSeeded,sText_PkmnSeeded,{B_DEF_NAME_WITH_PREFIX} was seeded!,{B_DEF_NAME_WITH_PREFIX} ถูกหว่านเมล็ดใส่!,proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,159,1,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: preview/build passed; visual QA pending.; GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: visual QA passed. Batch 02 QA Gallery reviewed: 10/10 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0094,local:src/battle_message.c:sText_PkmnEvadedAttack,sText_PkmnEvadedAttack,"{B_DEF_NAME_WITH_PREFIX} evaded
the attack!","{B_DEF_NAME_WITH_PREFIX}
หลบการโจมตีได้!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,160,2,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: preview/build passed; visual QA pending.; GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: visual QA passed. Batch 27 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0095,local:src/battle_message.c:sText_PkmnSappedByLeechSeed,sText_PkmnSappedByLeechSeed,"{B_ATK_NAME_WITH_PREFIX}'s health is
sapped by LEECH SEED!","พลังของ {B_ATK_NAME_WITH_PREFIX}
ถูกเมล็ดดูดพลังดูดไป!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,161,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: preview/build passed; visual QA pending.; GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: visual QA passed. Batch 27 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0096,local:src/battle_message.c:sText_PkmnFastAsleep,sText_PkmnFastAsleep,"{B_ATK_NAME_WITH_PREFIX} is fast
asleep.","{B_ATK_NAME_WITH_PREFIX}
กำลังหลับสนิท.",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,162,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: preview/build passed; visual QA pending.; GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: visual QA passed. Batch 27 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0097,local:src/battle_message.c:sText_PkmnWokeUp,sText_PkmnWokeUp,{B_ATK_NAME_WITH_PREFIX} woke up!,{B_ATK_NAME_WITH_PREFIX} ตื่นแล้ว!,proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,163,1,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: preview/build passed; visual QA pending.; GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: visual QA passed. Batch 02 QA Gallery reviewed: 10/10 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0098,local:src/battle_message.c:sText_PkmnUproarKeptAwake,sText_PkmnUproarKeptAwake,"But {B_SCR_ACTIVE_NAME_WITH_PREFIX}'s UPROAR
kept it awake!","แต่เสียงโกลาหลของ {B_SCR_ACTIVE_NAME_WITH_PREFIX}
ทำให้ยังตื่นอยู่!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,164,2,{B_SCR_ACTIVE_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: preview/build passed; visual QA pending.; GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: visual QA passed. Batch 27 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0099,local:src/battle_message.c:sText_PkmnWokeUpInUproar,sText_PkmnWokeUpInUproar,"{B_ATK_NAME_WITH_PREFIX} woke up
in the UPROAR!","{B_ATK_NAME_WITH_PREFIX} ตื่นขึ้น
เพราะเสียงโกลาหล!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,165,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: preview/build passed; visual QA pending.; GLCC 20260813-212758-phase6-batch27-battle-evasion-sleep-uproar-messages: visual QA passed. Batch 27 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0100,local:src/battle_message.c:sText_PkmnCausedUproar,sText_PkmnCausedUproar,"{B_ATK_NAME_WITH_PREFIX} caused
an UPROAR!","{B_ATK_NAME_WITH_PREFIX}
ก่อเสียงโกลาหล!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,166,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: preview/build passed; visual QA pending.; GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: visual QA passed. Batch 28 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0101,local:src/battle_message.c:sText_PkmnMakingUproar,sText_PkmnMakingUproar,"{B_ATK_NAME_WITH_PREFIX} is making
an UPROAR!","{B_ATK_NAME_WITH_PREFIX}
กำลังก่อเสียงโกลาหล!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,167,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: preview/build passed; visual QA pending.; GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: visual QA passed. Batch 28 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0102,local:src/battle_message.c:sText_PkmnCalmedDown,sText_PkmnCalmedDown,{B_ATK_NAME_WITH_PREFIX} calmed down.,{B_ATK_NAME_WITH_PREFIX} สงบลงแล้ว.,proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,168,1,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: preview/build passed; visual QA pending.; GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: visual QA passed. Batch 02 QA Gallery reviewed: 10/10 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0103,local:src/battle_message.c:sText_PkmnCantSleepInUproar,sText_PkmnCantSleepInUproar,"But {B_DEF_NAME_WITH_PREFIX} can't
sleep in an UPROAR!","แต่ {B_DEF_NAME_WITH_PREFIX}
หลับไม่ได้เพราะเสียงโกลาหล!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,169,2,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: preview/build passed; visual QA pending.; GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: visual QA passed. Batch 28 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0104,local:src/battle_message.c:sText_PkmnStockpiled,sText_PkmnStockpiled,"{B_ATK_NAME_WITH_PREFIX} STOCKPILED
{B_BUFF1}!","{B_ATK_NAME_WITH_PREFIX}
สะสมพลัง {B_BUFF1}!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,170,2,{B_ATK_NAME_WITH_PREFIX}; {B_BUFF1},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: preview/build passed; visual QA pending.; GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: visual QA passed. Batch 28 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0105,local:src/battle_message.c:sText_PkmnCantStockpile,sText_PkmnCantStockpile,"{B_ATK_NAME_WITH_PREFIX} can't
STOCKPILE any more!","{B_ATK_NAME_WITH_PREFIX}
สะสมพลังเพิ่มไม่ได้แล้ว!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,171,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: preview/build passed; visual QA pending.; GLCC 20260813-223712-phase6-batch28-battle-uproar-stockpile-messages: visual QA passed. Batch 28 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0106,local:src/battle_message.c:sText_PkmnCantSleepInUproar2,sText_PkmnCantSleepInUproar2,"But {B_DEF_NAME_WITH_PREFIX} can't
sleep in an UPROAR!","แต่ {B_DEF_NAME_WITH_PREFIX}
หลับไม่ได้เพราะเสียงโกลาหล!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,172,2,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-225007-phase6-batch29-battle-uproar-energy-storage-messages: preview/build passed; visual QA pending.; GLCC 20260813-225007-phase6-batch29-battle-uproar-energy-storage-messages: visual QA passed. Batch 29 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0107,local:src/battle_message.c:sText_UproarKeptPkmnAwake,sText_UproarKeptPkmnAwake,"But the UPROAR kept
{B_DEF_NAME_WITH_PREFIX} awake!","แต่เสียงโกลาหลทำให้
{B_DEF_NAME_WITH_PREFIX} ยังตื่นอยู่!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,173,2,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-225007-phase6-batch29-battle-uproar-energy-storage-messages: preview/build passed; visual QA pending.; GLCC 20260813-225007-phase6-batch29-battle-uproar-energy-storage-messages: visual QA passed. Batch 29 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0108,local:src/battle_message.c:sText_PkmnStayedAwakeUsing,sText_PkmnStayedAwakeUsing,"{B_DEF_NAME_WITH_PREFIX} stayed awake
using its {B_DEF_ABILITY}!","{B_DEF_NAME_WITH_PREFIX} ยังตื่นอยู่
ด้วย {B_DEF_ABILITY}!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,174,2,{B_DEF_NAME_WITH_PREFIX}; {B_DEF_ABILITY},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-225007-phase6-batch29-battle-uproar-energy-storage-messages: preview/build passed; visual QA pending.; GLCC 20260813-225007-phase6-batch29-battle-uproar-energy-storage-messages: visual QA passed. Batch 29 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0109,local:src/battle_message.c:sText_PkmnStoringEnergy,sText_PkmnStoringEnergy,"{B_ATK_NAME_WITH_PREFIX} is storing
energy!","{B_ATK_NAME_WITH_PREFIX}
กำลังสะสมพลัง!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,175,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-225007-phase6-batch29-battle-uproar-energy-storage-messages: preview/build passed; visual QA pending.; GLCC 20260813-225007-phase6-batch29-battle-uproar-energy-storage-messages: visual QA passed. Batch 29 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
