id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,scope_decision,scope_decision
dlg_d889f5420ee15199,trainer,trainer_dialogue,,,,,data/text/tv.inc,675,gTVTrainerFanClubSpecialText01,The score was {STR_VAR_3} points!\nThat is a very high score indeed!\p{STR_VAR_2} must obviously hold\n{STR_VAR_1} in very high esteem.$,"The score was {STR_VAR_3} points!
That is a very high score indeed!
[PAGE]
{STR_VAR_2} must obviously hold
{STR_VAR_1} in very high esteem.",,untranslated,{STR_VAR_3} | \n | \p | {STR_VAR_2} | \n | {STR_VAR_1},{STR_VAR_3} | {STR_VAR_2} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_6f0910d31d130ece,trainer,trainer_dialogue,,,,,data/text/tv.inc,681,gTVTrainerFanClubSpecialText02,The score was {STR_VAR_3} points!\nThat is quite a good score.\p{STR_VAR_2} must consider\n{STR_VAR_1} to be a rival.$,"The score was {STR_VAR_3} points!
That is quite a good score.
[PAGE]
{STR_VAR_2} must consider
{STR_VAR_1} to be a rival.",,untranslated,{STR_VAR_3} | \n | \p | {STR_VAR_2} | \n | {STR_VAR_1},{STR_VAR_3} | {STR_VAR_2} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_b27936b573047e2f,trainer,trainer_dialogue,,,,,data/text/tv.inc,687,gTVTrainerFanClubSpecialText03,The score was {STR_VAR_3} points!\nThat's a rather weak score.\p{STR_VAR_2} must consider\n{STR_VAR_1} to be a mere sidekick.$,"The score was {STR_VAR_3} points!
That's a rather weak score.
[PAGE]
{STR_VAR_2} must consider
{STR_VAR_1} to be a mere sidekick.",,untranslated,{STR_VAR_3} | \n | \p | {STR_VAR_2} | \n | {STR_VAR_1},{STR_VAR_3} | {STR_VAR_2} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_2ec8fac08772747a,trainer,trainer_dialogue,,,,,data/text/tv.inc,693,gTVTrainerFanClubSpecialText04,The score was {STR_VAR_3} point(s)!\nThat's a terrible score.\p{STR_VAR_2} must consider\n{STR_VAR_1} to be an underling.$,"The score was {STR_VAR_3} point(s)!
That's a terrible score.
[PAGE]
{STR_VAR_2} must consider
{STR_VAR_1} to be an underling.",,untranslated,{STR_VAR_3} | \n | \p | {STR_VAR_2} | \n | {STR_VAR_1},{STR_VAR_3} | {STR_VAR_2} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_b7f9082cfd74199a,trainer,trainer_dialogue,,,,,data/text/tv.inc,699,gTVTrainerFanClubSpecialText05,"There you have it, folks!\pI think we all learned something\nnew about {STR_VAR_1}.\pIn closing, I'll leave you with\n{STR_VAR_2}'s words.\p{STR_VAR_3} {STR_VAR_1}!$","There you have it, folks!
[PAGE]
I think we all learned something
new about {STR_VAR_1}.
[PAGE]
In closing, I'll leave you with
{STR_VAR_2}'s words.
[PAGE]
{STR_VAR_3} {STR_VAR_1}!",,untranslated,\p | \n | {STR_VAR_1} | \p | \n | {STR_VAR_2} | \p | {STR_VAR_3} | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_e7ab25122b6950f3,trainer,trainer_dialogue,,,,,data/text/tv.inc,1169,gTVTodaysRivalTrainerText00,"TODAY'S RIVAL TRAINER!\pHello, fellow POKéMON TRAINERS!\nHow are we all doing today?\pToday, like every other day,\nwe'll examine one of our rivals!$","TODAY'S RIVAL TRAINER!
[PAGE]
Hello, fellow POKéMON TRAINERS!
How are we all doing today?
[PAGE]
Today, like every other day,
we'll examine one of our rivals!",,untranslated,\p | \n | \p | \n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_c7d084e797713ae1,trainer,trainer_dialogue,,,,,data/text/tv.inc,1176,gTVTodaysRivalTrainerText07,"Today's rival TRAINER is {STR_VAR_1},\nwho's around {STR_VAR_3} now.\p{STR_VAR_1} has so far registered\n{STR_VAR_2} POKéMON in the POKéDEX.$","Today's rival TRAINER is {STR_VAR_1},
who's around {STR_VAR_3} now.
[PAGE]
{STR_VAR_1} has so far registered
{STR_VAR_2} POKéMON in the POKéDEX.",,untranslated,{STR_VAR_1} | \n | {STR_VAR_3} | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_2},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_1061ed1302dbf718,trainer,trainer_dialogue,,,,,data/text/tv.inc,1182,gTVTodaysRivalTrainerText08,"Today's rival TRAINER is {STR_VAR_1},\nwho's in a SECRET BASE now.\p{STR_VAR_1} has so far registered\n{STR_VAR_2} POKéMON in the POKéDEX.$","Today's rival TRAINER is {STR_VAR_1},
who's in a SECRET BASE now.
[PAGE]
{STR_VAR_1} has so far registered
{STR_VAR_2} POKéMON in the POKéDEX.",,untranslated,{STR_VAR_1} | \n | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_008a6369089f2b79,trainer,trainer_dialogue,,,,,data/text/tv.inc,1188,gTVTodaysRivalTrainerText09,"Today's rival TRAINER is {STR_VAR_1}.\pSo far, {STR_VAR_1} has registered\n{STR_VAR_2} POKéMON in the POKéDEX.$","Today's rival TRAINER is {STR_VAR_1}.
[PAGE]
So far, {STR_VAR_1} has registered
{STR_VAR_2} POKéMON in the POKéDEX.",,untranslated,{STR_VAR_1} | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_25d651dab2f101ce,trainer,trainer_dialogue,,,,,data/text/tv.inc,1193,gTVTodaysRivalTrainerText10,"Today's rival TRAINER is {STR_VAR_1},\nwho's on a ferry now.\p{STR_VAR_1} has so far registered\n{STR_VAR_2} POKéMON in the POKéDEX.$$","Today's rival TRAINER is {STR_VAR_1},
who's on a ferry now.
[PAGE]
{STR_VAR_1} has so far registered
{STR_VAR_2} POKéMON in the POKéDEX.",,untranslated,{STR_VAR_1} | \n | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_0290c518b2153c9f,trainer,trainer_dialogue,,,,,data/text/tv.inc,1201,gTVTodaysRivalTrainerText01,And how many BADGES does our rival\nhave? The number is {STR_VAR_1}!$,"And how many BADGES does our rival
have? The number is {STR_VAR_1}!",,untranslated,\n | {STR_VAR_1},{STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_c275545be4e484c3,trainer,trainer_dialogue,,,,,data/text/tv.inc,1205,gTVTodaysRivalTrainerText02,But our rival hasn't obtained\na single BADGE yet!$,"But our rival hasn't obtained
a single BADGE yet!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_3e04abd2ff223490,trainer,trainer_dialogue,,,,,data/text/tv.inc,1209,gTVTodaysRivalTrainerText03,Our rival hasn't obtained a single\nBATTLE FRONTIER Symbol yet.$,"Our rival hasn't obtained a single
BATTLE FRONTIER Symbol yet.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_502c7beab68649dd,trainer,trainer_dialogue,,,,,data/text/tv.inc,1213,gTVTodaysRivalTrainerText04,Let's see how many BATTLE FRONTIER\nSymbols our rival has.\pGold Symbols: {STR_VAR_1}!\nSilver Symbols: {STR_VAR_2}!$,"Let's see how many BATTLE FRONTIER
Symbols our rival has.
[PAGE]
Gold Symbols: {STR_VAR_1}!
Silver Symbols: {STR_VAR_2}!",,untranslated,\n | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_2},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_98d38b0964d337e3,trainer,trainer_dialogue,,,,,data/text/tv.inc,1219,gTVTodaysRivalTrainerText05,Our rival has collected {STR_VAR_1} Battle\nPoint(s) at the BATTLE FRONTIER.$,"Our rival has collected {STR_VAR_1} Battle
Point(s) at the BATTLE FRONTIER.",,untranslated,{STR_VAR_1} | \n,{STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_e2fa8853b387443b,trainer,trainer_dialogue,,,,,data/text/tv.inc,1223,gTVTodaysRivalTrainerText06,"So, how did you measure up in\ncomparison to {STR_VAR_1}?\pThe adventure rolls on!\pFellow TRAINERS!\pLet's all keep moving forward\nand ahead of our rivals!$","So, how did you measure up in
comparison to {STR_VAR_1}?
[PAGE]
The adventure rolls on!
[PAGE]
Fellow TRAINERS!
[PAGE]
Let's all keep moving forward
and ahead of our rivals!",,untranslated,\n | {STR_VAR_1} | \p | \p | \p | \n,{STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_b4e80048b3f7899a,trainer,trainer_dialogue,,,,,data/text/tv.inc,1653,gTVTrainerFanClubText00,"All together now!\nTRAINER FAN CLUB!\pMC: How's everyone groovin'?\nToday, we've rounded up the fans of\lthe hyper-popular TRAINER {STR_VAR_1}!\pFANS: Wrooooooaaaaah!\pFANS: {STR_VAR_1}!\pMC: Everyone!\nHow do you like {STR_VAR_1}?!\pFANS: We love {STR_VAR_1}!\pMC: What do you love about\n{STR_VAR_1}?!$","All together now!
TRAINER FAN CLUB!
[PAGE]
MC: How's everyone groovin'?
Today, we've rounded up the fans of
the hyper-popular TRAINER {STR_VAR_1}!
[PAGE]
FANS: Wrooooooaaaaah!
[PAGE]
FANS: {STR_VAR_1}!
[PAGE]
MC: Everyone!
How do you like {STR_VAR_1}?!
[PAGE]
FANS: We love {STR_VAR_1}!
[PAGE]
MC: What do you love about
{STR_VAR_1}?!",,untranslated,\n | \p | \n | \l | {STR_VAR_1} | \p | \p | {STR_VAR_1} | \p | \n | {STR_VAR_1} | \p | {STR_VAR_1} | \p | \n | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_1} | {STR_VAR_1} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_6acb7012958c456d,trainer,trainer_dialogue,,,,,data/text/tv.inc,1667,gTVTrainerFanClubText01,FANS: Their cool way of throwing\nPOKé BALLS!$,"FANS: Their cool way of throwing
POKé BALLS!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_01bc549f8d78eb8c,trainer,trainer_dialogue,,,,,data/text/tv.inc,1671,gTVTrainerFanClubText02,FANS: Their adorable way of running!$,FANS: Their adorable way of running!,,untranslated,,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_4849df87294d6915,trainer,trainer_dialogue,,,,,data/text/tv.inc,1674,gTVTrainerFanClubText03,FANS: How the TRAINER turns tough\nwhen the going gets tough!$,"FANS: How the TRAINER turns tough
when the going gets tough!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_33990b6c10f02049,trainer,trainer_dialogue,,,,,data/text/tv.inc,1678,gTVTrainerFanClubText04,FANS: The TRAINER's knowledge of\nPOKéMON!$,"FANS: The TRAINER's knowledge of
POKéMON!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_1e1b7b0204fdf6bf,trainer,trainer_dialogue,,,,,data/text/tv.inc,1682,gTVTrainerFanClubText05,FANS: The TRAINER's kindness toward\nall POKéMON!$,"FANS: The TRAINER's kindness toward
all POKéMON!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_12e47e57476286ad,trainer,trainer_dialogue,,,,,data/text/tv.inc,1686,gTVTrainerFanClubText06,FANS: The TRAINER's amazing\nBIKE-riding techniques!$,"FANS: The TRAINER's amazing
BIKE-riding techniques!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_78845f58dade228e,trainer,trainer_dialogue,,,,,data/text/tv.inc,1690,gTVTrainerFanClubText07,FANS: The TRAINER's impressive\nitem-buying style!$,"FANS: The TRAINER's impressive
item-buying style!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_a7157946c88d23bb,trainer,trainer_dialogue,,,,,data/text/tv.inc,1694,gTVTrainerFanClubText08,FANS: The TRAINER's charming way\nof nicknaming POKéMON!$,"FANS: The TRAINER's charming way
of nicknaming POKéMON!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_d94a1c4002b75563,trainer,trainer_dialogue,,,,,data/text/tv.inc,1698,gTVTrainerFanClubText09,FANS: The TRAINER's nifty style of\ndecorating a SECRET BASE!$,"FANS: The TRAINER's nifty style of
decorating a SECRET BASE!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_1d43ef720eed9204,trainer,trainer_dialogue,,,,,data/text/tv.inc,1702,gTVTrainerFanClubText10,FANS: The TRAINER's bold ways of\nusing TMs!$,"FANS: The TRAINER's bold ways of
using TMs!",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_925aff3867f662df,trainer,trainer_dialogue,,,,,data/text/tv.inc,1706,gTVTrainerFanClubText11,"MC: As you've just seen, {STR_VAR_1}\nis hot! Like, too hot to touch, yow!\pAmong {STR_VAR_1}'s FANS\nthere's a special slogan!\pMC: When I say {STR_VAR_1},\nyou say…\pFANS: {STR_VAR_2}!\pFANS: {STR_VAR_3}!\pFANS: {STR_VAR_2}!\pFANS: {STR_VAR_3}!\pMC: That's right, when someone says,\n“{STR_VAR_1}”…\pCome back with, “{STR_VAR_2}\n{STR_VAR_3}!”\pThat has such a unique ring to it!\nI can see why people become FANS\lof {STR_VAR_1}!\pOkay, you, in front of the TV, join us!\nAll together now!\pMC: When I say {STR_VAR_1},\nyou say…\pFANS: {STR_VAR_2}!\pFANS: {STR_VAR_3}!\pFANS: {STR_VAR_2}!\pFANS: {STR_VAR_3}!\pMC: Thanks for joining us, all you\nwild FANS of {STR_VAR_1}!\lThat's the show! See you again!\pMC: When I say {STR_VAR_1},\nyou say…\pFANS: {STR_VAR_2}!\pFANS: {STR_VAR_3}!$","MC: As you've just seen, {STR_VAR_1}
is hot! Like, too hot to touch, yow!
[PAGE]
Among {STR_VAR_1}'s FANS
there's a special slogan!
[PAGE]
MC: When I say {STR_VAR_1},
you say…
[PAGE]
FANS: {STR_VAR_2}!
[PAGE]
FANS: {STR_VAR_3}!
[PAGE]
FANS: {STR_VAR_2}!
[PAGE]
FANS: {STR_VAR_3}!
[PAGE]
MC: That's right, when someone says,
“{STR_VAR_1}”…
[PAGE]
Come back with, “{STR_VAR_2}
{STR_VAR_3}!”
[PAGE]
That has such a unique ring to it!
I can see why people become FANS
of {STR_VAR_1}!
[PAGE]
Okay, you, in front of the TV, join us!
All together now!
[PAGE]
MC: When I say {STR_VAR_1},
you say…
[PAGE]
FANS: {STR_VAR_2}!
[PAGE]
FANS: {STR_VAR_3}!
[PAGE]
FANS: {STR_VAR_2}!
[PAGE]
FANS: {STR_VAR_3}!
[PAGE]
MC: Thanks for joining us, all you
wild FANS of {STR_VAR_1}!
That's the show! See you again!
[PAGE]
MC: When I say {STR_VAR_1},
you say…
[PAGE]
FANS: {STR_VAR_2}!
[PAGE]
FANS: {STR_VAR_3}!",,untranslated,{STR_VAR_1} | \n | \p | {STR_VAR_1} | \n | \p | {STR_VAR_1} | \n | \p | {STR_VAR_2} | \p | {STR_VAR_3} | \p | {STR_VAR_2} | \p | {STR_VAR_3} | \p | \n | {STR_VAR_1} | \p | {STR_VAR_2} | \n | {STR_VAR_3} | \p | \n | \l | {STR_VAR_1} | \p | \n | \p | {STR_VAR_1} | \n | \p | {STR_VAR_2} | \p | {STR_VAR_3} | \p | {STR_VAR_2} | \p | {STR_VAR_3} | \p | \n | {STR_VAR_1} | \l | \p | {STR_VAR_1} | \n | \p | {STR_VAR_2} | \p | {STR_VAR_3},{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2} | {STR_VAR_3},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_515f0f4bddafd132,trainer,trainer_dialogue,,,,,data/text/tv.inc,2834,gTVInSearchOfTrainersText00,"IN SEARCH OF TRAINERS…\pGABBY: Hi! Today I'm visiting an area\nnear {STR_VAR_1}.\pWe're trying to spot some up-and-\ncoming new talent in the field.\pToday, we turned our lens on the\nTRAINER {PLAYER}.\pThere's something about this TRAINER\nthat piqued our interest.$","IN SEARCH OF TRAINERS…
[PAGE]
GABBY: Hi! Today I'm visiting an area
near {STR_VAR_1}.
[PAGE]
We're trying to spot some up-and-
coming new talent in the field.
[PAGE]
Today, we turned our lens on the
TRAINER {PLAYER}.
[PAGE]
There's something about this TRAINER
that piqued our interest.",,untranslated,\p | \n | {STR_VAR_1} | \p | \n | \p | \n | {PLAYER} | \p | \n,{STR_VAR_1} | {PLAYER},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_7d7f6eeb7eb17ef3,trainer,trainer_dialogue,,,,,data/text/tv.inc,2845,gTVInSearchOfTrainersText01,"We've battled {PLAYER} before, but we\ncan attest that the TRAINER has most\ldefinitely improved from before.\pI knew we were onto someone special\nwhen we spotted this TRAINER!$","We've battled {PLAYER} before, but we
can attest that the TRAINER has most
definitely improved from before.
[PAGE]
I knew we were onto someone special
when we spotted this TRAINER!",,untranslated,{PLAYER} | \n | \l | \p | \n,{PLAYER},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_de8654ece16c1509,trainer,trainer_dialogue,,,,,data/text/tv.inc,2852,gTVInSearchOfTrainersText02,"The best way to determine how strong\na TRAINER is…\pWell, the fastest way is to battle.\nAnd so we began our investigation!\p… …\pThat's how we ended up in battle\nwith {PLAYER}.\pIn a dominating performance, we were\nflattened, rolled up, and tossed aside!\p{PLAYER} is ruthlessly strong…\pHere's our impressions after having\nbattled our featured TRAINER.$","The best way to determine how strong
a TRAINER is…
[PAGE]
Well, the fastest way is to battle.
And so we began our investigation!
[PAGE]
… …
[PAGE]
That's how we ended up in battle
with {PLAYER}.
[PAGE]
In a dominating performance, we were
flattened, rolled up, and tossed aside!
[PAGE]
{PLAYER} is ruthlessly strong…
[PAGE]
Here's our impressions after having
battled our featured TRAINER.",,untranslated,\n | \p | \n | \p | \p | \n | {PLAYER} | \p | \n | \p | {PLAYER} | \p | \n,{PLAYER} | {PLAYER},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_23d8f608610e5e86,trainer,trainer_dialogue,,,,,data/text/tv.inc,2866,gTVInSearchOfTrainersText03,The combination of {STR_VAR_1} and\n{STR_VAR_3} was divine!\pThe sight of them--{STR_VAR_1} and\n{STR_VAR_3}--selflessly supporting\leach other in the thick of battle…\pIt was a marvelous sight to behold!\p{STR_VAR_2} was the move the TRAINER\nused last in our battle.\pThe move {STR_VAR_2} is {STR_VAR_1}\nand {STR_VAR_3}'s sign of friendship!$,"The combination of {STR_VAR_1} and
{STR_VAR_3} was divine!
[PAGE]
The sight of them--{STR_VAR_1} and
{STR_VAR_3}--selflessly supporting
each other in the thick of battle…
[PAGE]
It was a marvelous sight to behold!
[PAGE]
{STR_VAR_2} was the move the TRAINER
used last in our battle.
[PAGE]
The move {STR_VAR_2} is {STR_VAR_1}
and {STR_VAR_3}'s sign of friendship!",,untranslated,{STR_VAR_1} | \n | {STR_VAR_3} | \p | {STR_VAR_1} | \n | {STR_VAR_3} | \l | \p | \p | {STR_VAR_2} | \n | \p | {STR_VAR_2} | {STR_VAR_1} | \n | {STR_VAR_3},{STR_VAR_1} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_3} | {STR_VAR_2} | {STR_VAR_2} | {STR_VAR_1} | {STR_VAR_3},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_9bc90bd2809183db,trainer,trainer_dialogue,,,,,data/text/tv.inc,2878,gTVInSearchOfTrainersText04,"…I lost confidence in myself as\na result of our encounter.\pWe were beaten before we could launch\na single attack.\lOhhh… Snivel…\pIn spite of that, {PLAYER}'s battles\nare worth seeing.\pI recommend confident TRAINERS to\nchallenge {PLAYER}.$","…I lost confidence in myself as
a result of our encounter.
[PAGE]
We were beaten before we could launch
a single attack.
Ohhh… Snivel…
[PAGE]
In spite of that, {PLAYER}'s battles
are worth seeing.
[PAGE]
I recommend confident TRAINERS to
challenge {PLAYER}.",,untranslated,\n | \p | \n | \l | \p | {PLAYER} | \n | \p | \n | {PLAYER},{PLAYER} | {PLAYER},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_8b9f1da285fb1ae1,trainer,trainer_dialogue,,,,,data/text/tv.inc,2889,gTVInSearchOfTrainersText05,"There's only one thing to be said.\nDon't you dare throw a POKé BALL during\la TRAINER battle!\p{PLAYER} is certainly strong, but has\nno clue about the basic rules.\pTo our TV audience, I have a request.\pIf you see {PLAYER}, please caution\nthe TRAINER!$","There's only one thing to be said.
Don't you dare throw a POKé BALL during
a TRAINER battle!
[PAGE]
{PLAYER} is certainly strong, but has
no clue about the basic rules.
[PAGE]
To our TV audience, I have a request.
[PAGE]
If you see {PLAYER}, please caution
the TRAINER!",,untranslated,\n | \l | \p | {PLAYER} | \n | \p | \p | {PLAYER} | \n,{PLAYER} | {PLAYER},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_5897ccc4696302d2,trainer,trainer_dialogue,,,,,data/text/tv.inc,2899,gTVInSearchOfTrainersText06,{PLAYER} is adept at reading the\nopponent's actions.\pThe timing of item usage was remarkably\neffective!$,"{PLAYER} is adept at reading the
opponent's actions.
[PAGE]
The timing of item usage was remarkably
effective!",,untranslated,{PLAYER} | \n | \p | \n,{PLAYER},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
