id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,scope_decision,dedup_decision,dedup_evidence
dlg_bab9dd42841da34d,trainer,trainer_dialogue,,,,,data/text/tv.inc,620,LilycoveCity_PokemonTrainerFanClub_Text_ThatsWhatYouThink,"I see, I see. That's what you think\nabout the TRAINER.$","I see, I see. That's what you think
about the TRAINER.",อืม ๆ อย่างนั้นเองสินะ\nเธอมองเทรนเนอร์แบบนั้นเอง$,draft_review,\n,,,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_ec06afc9d8b34dac,trainer,trainer_dialogue,,,,,data/text/tv.inc,624,LilycoveCity_PokemonTrainerFanClub_Text_HaveYouForgottenTrainer,Have you completely forgotten\nabout {STR_VAR_1}?$,"Have you completely forgotten
about {STR_VAR_1}?",ลืม {STR_VAR_1}\nไปหมดแล้วเหรอ?$,draft_review,\n | {STR_VAR_1},{STR_VAR_1},dup_00310,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_8b3cc848bc4468d6,trainer,trainer_dialogue,,,,,data/text/tv.inc,628,LilycoveCity_PokemonTrainerFanClub_Text_WhatsYourOpinionOfTrainer2,I'm a big fan of {STR_VAR_1}.\nWhat's your opinion of {STR_VAR_1}?$,"I'm a big fan of {STR_VAR_1}.
What's your opinion of {STR_VAR_1}?",ฉันเป็นแฟนตัวยงของ {STR_VAR_1}\nเธอคิดยังไงกับ {STR_VAR_1}?$,draft_review,{STR_VAR_1} | \n | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_f5efb5edf679e18a,trainer,trainer_dialogue,,,,,data/text/tv.inc,632,LilycoveCity_PokemonTrainerFanClub_Text_HowStrongRateTrainer,How strong would you rate {STR_VAR_1}\non a scale of one hundred?$,"How strong would you rate {STR_VAR_1}
on a scale of one hundred?",ถ้าให้คะแนนความแข็งแกร่งของ {STR_VAR_1}\nเต็มร้อย จะให้เท่าไร?$,draft_review,{STR_VAR_1} | \n,{STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_7d592914283114a3,trainer,trainer_dialogue,,,,,data/text/tv.inc,636,LilycoveCity_PokemonTrainerFanClub_Text_HaveYouForgottenTrainer2,Have you completely forgotten\nabout {STR_VAR_1}?$,"Have you completely forgotten
about {STR_VAR_1}?",ลืม {STR_VAR_1}\nไปหมดแล้วเหรอ?$,draft_review,\n | {STR_VAR_1},{STR_VAR_1},dup_00310,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_535117534ab773f3,trainer,trainer_dialogue,,,,,data/text/tv.inc,640,LilycoveCity_PokemonTrainerFanClub_Text_YouShouldMeetTrainer,"Oh, I see!\nYou should meet {STR_VAR_1} sometime.\lI'm sure you'll become a fan, too!$","Oh, I see!
You should meet {STR_VAR_1} sometime.
I'm sure you'll become a fan, too!",อ๋อ เข้าใจแล้ว!\nไว้ลองไปเจอ {STR_VAR_1} ดูสิ\lรับรองว่าเธอก็จะกลายเป็นแฟนแน่!$,draft_review,\n | {STR_VAR_1} | \l,{STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_a2ec60f6d006b16c,trainer,trainer_dialogue,,,,,data/text/tv.inc,645,LilycoveCity_PokemonTrainerFanClub_Text_ThankYouIllShareThisInfo,"I see, I see.\pThank you!\nThat's very useful to know.\pI'll share this information with other\n{STR_VAR_1} fans and discuss it.$","I see, I see.
[PAGE]
Thank you!
That's very useful to know.
[PAGE]
I'll share this information with other
{STR_VAR_1} fans and discuss it.",อืม ๆ เข้าใจแล้ว\pขอบคุณนะ!\nข้อมูลนี้มีประโยชน์มาก\pฉันจะเอาไปบอกแฟนคนอื่นของ\n{STR_VAR_1} แล้วคุยกันดู$,draft_review,\p | \n | \p | \n | {STR_VAR_1},{STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_f5bf3e48275e5667,trainer,trainer_dialogue,,,,,data/text/tv.inc,652,LilycoveCity_PokemonTrainerFanClub_HopeYouCatchTVSpecial,There's going to be a TV special on\n{STR_VAR_1} very soon.\pI hope you catch it!$,"There's going to be a TV special on
{STR_VAR_1} very soon.
[PAGE]
I hope you catch it!",อีกไม่นานจะมีรายการทีวีพิเศษ\nเกี่ยวกับ {STR_VAR_1}\pอย่าพลาดชมล่ะ!$,draft_review,\n | {STR_VAR_1} | \p,{STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_54065c45bb1fb4ee,trainer,trainer_dialogue,,,,,data/text/tv.inc,657,gTVTrainerFanClubSpecialText00,"TRAINER FAN CLUB\n{STR_VAR_1} SPECIAL!\pThis is a special presentation for\nthe fans of {STR_VAR_1} all over HOENN!\pToday, we ask the question, “What do\npeople think of {STR_VAR_1}?”\pWe posed the question to {STR_VAR_2}\nas the TRAINER representative.\pWe asked, “In one word, how would\nyou describe {STR_VAR_1}?”\pThe reply: “{STR_VAR_3}.”\pKudos to {STR_VAR_2}!\nWhat a perceptive opinion!\p“{STR_VAR_3} {STR_VAR_1}.”\nIt has such a nice ring to it!\p{STR_VAR_2} also scored {STR_VAR_1}'s\nstrength from 0 to 100.$","TRAINER FAN CLUB
{STR_VAR_1} SPECIAL!
[PAGE]
This is a special presentation for
the fans of {STR_VAR_1} all over HOENN!
[PAGE]
Today, we ask the question, “What do
people think of {STR_VAR_1}?”
[PAGE]
We posed the question to {STR_VAR_2}
as the TRAINER representative.
[PAGE]
We asked, “In one word, how would
you describe {STR_VAR_1}?”
[PAGE]
The reply: “{STR_VAR_3}.”
[PAGE]
Kudos to {STR_VAR_2}!
What a perceptive opinion!
[PAGE]
“{STR_VAR_3} {STR_VAR_1}.”
It has such a nice ring to it!
[PAGE]
{STR_VAR_2} also scored {STR_VAR_1}'s
strength from 0 to 100.",แฟนคลับเทรนเนอร์\nตอนพิเศษ {STR_VAR_1}!\pนี่คือรายการพิเศษสำหรับแฟน\n{STR_VAR_1} ทั่วทั้งโฮเอ็น!\pวันนี้เราจะถามว่า “ทุกคนคิด\nอย่างไรกับ {STR_VAR_1}?”\pเราไปถาม {STR_VAR_2}\nในฐานะตัวแทนเทรนเนอร์\pคำถามคือ “ถ้าให้พูดคำเดียว\nจะบรรยาย {STR_VAR_1} ว่าอะไร?”\pคำตอบคือ “{STR_VAR_3}.”\pยอดเยี่ยม {STR_VAR_2}!\nเป็นความเห็นที่เฉียบคมจริง ๆ!\p“{STR_VAR_3} {STR_VAR_1}.”\nฟังดูเข้ากันดีจริง ๆ!\p{STR_VAR_2} ยังให้คะแนนความแข็งแกร่ง\nของ {STR_VAR_1} จาก 0 ถึง 100 ด้วย$,draft_review,\n | {STR_VAR_1} | \p | \n | {STR_VAR_1} | \p | \n | {STR_VAR_1} | \p | {STR_VAR_2} | \n | \p | \n | {STR_VAR_1} | \p | {STR_VAR_3} | \p | {STR_VAR_2} | \n | \p | {STR_VAR_3} | {STR_VAR_1} | \n | \p | {STR_VAR_2} | {STR_VAR_1} | \n,{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1} | {STR_VAR_3} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_d889f5420ee15199,trainer,trainer_dialogue,,,,,data/text/tv.inc,676,gTVTrainerFanClubSpecialText01,The score was {STR_VAR_3} points!\nThat is a very high score indeed!\p{STR_VAR_2} must obviously hold\n{STR_VAR_1} in very high esteem.$,"The score was {STR_VAR_3} points!
That is a very high score indeed!
[PAGE]
{STR_VAR_2} must obviously hold
{STR_VAR_1} in very high esteem.",ได้ {STR_VAR_3} คะแนน!\nสูงมากจริง ๆ!\pเห็นได้ชัดว่า {STR_VAR_2}\nชื่นชม {STR_VAR_1} มากทีเดียว$,draft_review,{STR_VAR_3} | \n | \p | {STR_VAR_2} | \n | {STR_VAR_1},{STR_VAR_3} | {STR_VAR_2} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_6f0910d31d130ece,trainer,trainer_dialogue,,,,,data/text/tv.inc,682,gTVTrainerFanClubSpecialText02,The score was {STR_VAR_3} points!\nThat is quite a good score.\p{STR_VAR_2} must consider\n{STR_VAR_1} to be a rival.$,"The score was {STR_VAR_3} points!
That is quite a good score.
[PAGE]
{STR_VAR_2} must consider
{STR_VAR_1} to be a rival.",ได้ {STR_VAR_3} คะแนน!\nถือว่าดีทีเดียว\p{STR_VAR_2} คงมอง\n{STR_VAR_1} เป็นคู่แข่ง$,draft_review,{STR_VAR_3} | \n | \p | {STR_VAR_2} | \n | {STR_VAR_1},{STR_VAR_3} | {STR_VAR_2} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_b27936b573047e2f,trainer,trainer_dialogue,,,,,data/text/tv.inc,688,gTVTrainerFanClubSpecialText03,The score was {STR_VAR_3} points!\nThat's a rather weak score.\p{STR_VAR_2} must consider\n{STR_VAR_1} to be a mere sidekick.$,"The score was {STR_VAR_3} points!
That's a rather weak score.
[PAGE]
{STR_VAR_2} must consider
{STR_VAR_1} to be a mere sidekick.",ได้ {STR_VAR_3} คะแนน!\nค่อนข้างต่ำเลยนะ\p{STR_VAR_2} คงมอง\n{STR_VAR_1} เป็นแค่ผู้ช่วย$,draft_review,{STR_VAR_3} | \n | \p | {STR_VAR_2} | \n | {STR_VAR_1},{STR_VAR_3} | {STR_VAR_2} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_2ec8fac08772747a,trainer,trainer_dialogue,,,,,data/text/tv.inc,694,gTVTrainerFanClubSpecialText04,The score was {STR_VAR_3} point(s)!\nThat's a terrible score.\p{STR_VAR_2} must consider\n{STR_VAR_1} to be an underling.$,"The score was {STR_VAR_3} point(s)!
That's a terrible score.
[PAGE]
{STR_VAR_2} must consider
{STR_VAR_1} to be an underling.",ได้ {STR_VAR_3} คะแนน!\nแย่มากเลย\p{STR_VAR_2} คงมอง\n{STR_VAR_1} เป็นลูกน้อง$,draft_review,{STR_VAR_3} | \n | \p | {STR_VAR_2} | \n | {STR_VAR_1},{STR_VAR_3} | {STR_VAR_2} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_b7f9082cfd74199a,trainer,trainer_dialogue,,,,,data/text/tv.inc,700,gTVTrainerFanClubSpecialText05,"There you have it, folks!\pI think we all learned something\nnew about {STR_VAR_1}.\pIn closing, I'll leave you with\n{STR_VAR_2}'s words.\p{STR_VAR_3} {STR_VAR_1}!$","There you have it, folks!
[PAGE]
I think we all learned something
new about {STR_VAR_1}.
[PAGE]
In closing, I'll leave you with
{STR_VAR_2}'s words.
[PAGE]
{STR_VAR_3} {STR_VAR_1}!",ทั้งหมดก็มีเท่านี้!\pคิดว่าเราได้รู้อะไรใหม่ ๆ\nเกี่ยวกับ {STR_VAR_1} แล้ว\pก่อนจบ ขอฝากคำพูดของ\n{STR_VAR_2} ไว้ให้ทุกคน\p{STR_VAR_3} {STR_VAR_1}!$,draft_review,\p | \n | {STR_VAR_1} | \p | \n | {STR_VAR_2} | \p | {STR_VAR_3} | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_e7ab25122b6950f3,trainer,trainer_dialogue,,,,,data/text/tv.inc,1170,gTVTodaysRivalTrainerText00,"TODAY'S RIVAL TRAINER!\pHello, fellow POKéMON TRAINERS!\nHow are we all doing today?\pToday, like every other day,\nwe'll examine one of our rivals!$","TODAY'S RIVAL TRAINER!
[PAGE]
Hello, fellow POKéMON TRAINERS!
How are we all doing today?
[PAGE]
Today, like every other day,
we'll examine one of our rivals!",เทรนเนอร์คู่แข่งวันนี้!\pสวัสดี เหล่าเทรนเนอร์โปเกมอน!\nวันนี้เป็นยังไงกันบ้าง?\pเช่นเดียวกับทุกวัน วันนี้เรา\nจะมาดูคู่แข่งคนหนึ่งกัน!$,draft_review,\p | \n | \p | \n,,,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_c7d084e797713ae1,trainer,trainer_dialogue,,,,,data/text/tv.inc,1177,gTVTodaysRivalTrainerText07,"Today's rival TRAINER is {STR_VAR_1},\nwho's around {STR_VAR_3} now.\p{STR_VAR_1} has so far registered\n{STR_VAR_2} POKéMON in the POKéDEX.$","Today's rival TRAINER is {STR_VAR_1},
who's around {STR_VAR_3} now.
[PAGE]
{STR_VAR_1} has so far registered
{STR_VAR_2} POKéMON in the POKéDEX.",{STR_VAR_1} คือเทรนเนอร์คู่แข่งวันนี้\nตอนนี้อยู่แถว {STR_VAR_3}\pจนถึงตอนนี้ {STR_VAR_1} ลงทะเบียน\nโปเกมอนในโปเกเด็กซ์แล้ว {STR_VAR_2} ตัว$,draft_review,{STR_VAR_1} | \n | {STR_VAR_3} | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_2},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_1061ed1302dbf718,trainer,trainer_dialogue,,,,,data/text/tv.inc,1183,gTVTodaysRivalTrainerText08,"Today's rival TRAINER is {STR_VAR_1},\nwho's in a SECRET BASE now.\p{STR_VAR_1} has so far registered\n{STR_VAR_2} POKéMON in the POKéDEX.$","Today's rival TRAINER is {STR_VAR_1},
who's in a SECRET BASE now.
[PAGE]
{STR_VAR_1} has so far registered
{STR_VAR_2} POKéMON in the POKéDEX.",{STR_VAR_1} คือเทรนเนอร์คู่แข่งวันนี้\nตอนนี้อยู่ในฐานลับ\pจนถึงตอนนี้ {STR_VAR_1} ลงทะเบียน\nโปเกมอนในโปเกเด็กซ์แล้ว {STR_VAR_2} ตัว$,draft_review,{STR_VAR_1} | \n | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_008a6369089f2b79,trainer,trainer_dialogue,,,,,data/text/tv.inc,1189,gTVTodaysRivalTrainerText09,"Today's rival TRAINER is {STR_VAR_1}.\pSo far, {STR_VAR_1} has registered\n{STR_VAR_2} POKéMON in the POKéDEX.$","Today's rival TRAINER is {STR_VAR_1}.
[PAGE]
So far, {STR_VAR_1} has registered
{STR_VAR_2} POKéMON in the POKéDEX.",เทรนเนอร์คู่แข่งวันนี้คือ {STR_VAR_1}\pจนถึงตอนนี้ {STR_VAR_1} ลงทะเบียน\nโปเกมอนในโปเกเด็กซ์แล้ว {STR_VAR_2} ตัว$,draft_review,{STR_VAR_1} | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_25d651dab2f101ce,trainer,trainer_dialogue,,,,,data/text/tv.inc,1194,gTVTodaysRivalTrainerText10,"Today's rival TRAINER is {STR_VAR_1},\nwho's on a ferry now.\p{STR_VAR_1} has so far registered\n{STR_VAR_2} POKéMON in the POKéDEX.$$","Today's rival TRAINER is {STR_VAR_1},
who's on a ferry now.
[PAGE]
{STR_VAR_1} has so far registered
{STR_VAR_2} POKéMON in the POKéDEX.",{STR_VAR_1} คือเทรนเนอร์คู่แข่งวันนี้\nตอนนี้อยู่บนเรือข้ามฟาก\pจนถึงตอนนี้ {STR_VAR_1} ลงทะเบียน\nโปเกมอนในโปเกเด็กซ์แล้ว {STR_VAR_2} ตัว$$,draft_review,{STR_VAR_1} | \n | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_0290c518b2153c9f,trainer,trainer_dialogue,,,,,data/text/tv.inc,1202,gTVTodaysRivalTrainerText01,And how many BADGES does our rival\nhave? The number is {STR_VAR_1}!$,"And how many BADGES does our rival
have? The number is {STR_VAR_1}!",แล้วคู่แข่งของเรามีแบดจ์\nกี่อัน? คำตอบคือ {STR_VAR_1}!$,draft_review,\n | {STR_VAR_1},{STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_c275545be4e484c3,trainer,trainer_dialogue,,,,,data/text/tv.inc,1206,gTVTodaysRivalTrainerText02,But our rival hasn't obtained\na single BADGE yet!$,"But our rival hasn't obtained
a single BADGE yet!",แต่คู่แข่งของเรายังไม่ได้\nแบดจ์เลยสักอัน!$,draft_review,\n,,,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_3e04abd2ff223490,trainer,trainer_dialogue,,,,,data/text/tv.inc,1210,gTVTodaysRivalTrainerText03,Our rival hasn't obtained a single\nBATTLE FRONTIER Symbol yet.$,"Our rival hasn't obtained a single
BATTLE FRONTIER Symbol yet.",คู่แข่งของเรายังไม่มีซิมโบล\nของแบทเทิลฟรอนเทียร์แม้แต่อันเดียว$,draft_review,\n,,,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_502c7beab68649dd,trainer,trainer_dialogue,,,,,data/text/tv.inc,1214,gTVTodaysRivalTrainerText04,Let's see how many BATTLE FRONTIER\nSymbols our rival has.\pGold Symbols: {STR_VAR_1}!\nSilver Symbols: {STR_VAR_2}!$,"Let's see how many BATTLE FRONTIER
Symbols our rival has.
[PAGE]
Gold Symbols: {STR_VAR_1}!
Silver Symbols: {STR_VAR_2}!",มาดูกันว่าคู่แข่งของเรามีซิมโบล\nแบทเทิลฟรอนเทียร์กี่อัน\pซิมโบลทอง: {STR_VAR_1}!\nซิมโบลเงิน: {STR_VAR_2}!$,draft_review,\n | \p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_2},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_98d38b0964d337e3,trainer,trainer_dialogue,,,,,data/text/tv.inc,1220,gTVTodaysRivalTrainerText05,Our rival has collected {STR_VAR_1} Battle\nPoint(s) at the BATTLE FRONTIER.$,"Our rival has collected {STR_VAR_1} Battle
Point(s) at the BATTLE FRONTIER.",คู่แข่งของเราสะสมแบทเทิลพอยต์\nที่แบทเทิลฟรอนเทียร์ได้ {STR_VAR_1} แต้ม$,draft_review,{STR_VAR_1} | \n,{STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_e2fa8853b387443b,trainer,trainer_dialogue,,,,,data/text/tv.inc,1224,gTVTodaysRivalTrainerText06,"So, how did you measure up in\ncomparison to {STR_VAR_1}?\pThe adventure rolls on!\pFellow TRAINERS!\pLet's all keep moving forward\nand ahead of our rivals!$","So, how did you measure up in
comparison to {STR_VAR_1}?
[PAGE]
The adventure rolls on!
[PAGE]
Fellow TRAINERS!
[PAGE]
Let's all keep moving forward
and ahead of our rivals!",แล้วเมื่อเทียบกับ {STR_VAR_1}\nเธอเป็นอย่างไรบ้าง?\pการผจญภัยยังดำเนินต่อไป!\pเหล่าเทรนเนอร์ทั้งหลาย!\pเดินหน้าต่อไป\nและแซงคู่แข่งของเราให้ได้!$,draft_review,\n | {STR_VAR_1} | \p | \p | \p | \n,{STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_b4e80048b3f7899a,trainer,trainer_dialogue,,,,,data/text/tv.inc,1654,gTVTrainerFanClubText00,"All together now!\nTRAINER FAN CLUB!\pMC: How's everyone groovin'?\nToday, we've rounded up the fans of\lthe hyper-popular TRAINER {STR_VAR_1}!\pFANS: Wrooooooaaaaah!\pFANS: {STR_VAR_1}!\pMC: Everyone!\nHow do you like {STR_VAR_1}?!\pFANS: We love {STR_VAR_1}!\pMC: What do you love about\n{STR_VAR_1}?!$","All together now!
TRAINER FAN CLUB!
[PAGE]
MC: How's everyone groovin'?
Today, we've rounded up the fans of
the hyper-popular TRAINER {STR_VAR_1}!
[PAGE]
FANS: Wrooooooaaaaah!
[PAGE]
FANS: {STR_VAR_1}!
[PAGE]
MC: Everyone!
How do you like {STR_VAR_1}?!
[PAGE]
FANS: We love {STR_VAR_1}!
[PAGE]
MC: What do you love about
{STR_VAR_1}?!",พร้อมกันนะ!\nแฟนคลับเทรนเนอร์!\pพิธีกร: ทุกคนสนุกกันไหม?\nวันนี้เรารวมเหล่าแฟนของ\lเทรนเนอร์สุดฮอต {STR_VAR_1} มาแล้ว!\pแฟน ๆ: วู้ววววววว!\pแฟน ๆ: {STR_VAR_1}!\pพิธีกร: ทุกคน!\nชอบ {STR_VAR_1} แค่ไหน?!\pแฟน ๆ: เรารัก {STR_VAR_1}!\pพิธีกร: แล้วชอบอะไรในตัว\n{STR_VAR_1}?!$,draft_review,\n | \p | \n | \l | {STR_VAR_1} | \p | \p | {STR_VAR_1} | \p | \n | {STR_VAR_1} | \p | {STR_VAR_1} | \p | \n | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_1} | {STR_VAR_1} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_6acb7012958c456d,trainer,trainer_dialogue,,,,,data/text/tv.inc,1668,gTVTrainerFanClubText01,FANS: Their cool way of throwing\nPOKé BALLS!$,"FANS: Their cool way of throwing
POKé BALLS!",แฟน ๆ: ท่าโยนโปเกบอล\nที่เท่สุด ๆ!$,draft_review,\n,,,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_01bc549f8d78eb8c,trainer,trainer_dialogue,,,,,data/text/tv.inc,1672,gTVTrainerFanClubText02,FANS: Their adorable way of running!$,FANS: Their adorable way of running!,แฟน ๆ: ท่าวิ่งที่น่ารักสุด ๆ!$,draft_review,,,,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
