ui_id,ui_key,symbol,current_text,target_text_th,translation_status,scope_class,current_language,ui_areas,usage_count,definition_kind,source_file,source_line,line_count,control_codes,has_placeholders,width_constraint_status,visual_qa_status,translator_note,batch_status
UI0306,global:gText_NamingScreenKeyboard_TUVWXYZ,gText_NamingScreenKeyboard_TUVWXYZ,{CLEAR 11}T{CLEAR 6}U{CLEAR 6}V{CLEAR 26}W{CLEAR 6}X{CLEAR 6}Y{CLEAR 6}Z{CLEAR 26}\x20,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,17,1,{CLEAR 11};{CLEAR 26};{CLEAR 6},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0307,global:gText_NamingScreenKeyboard_abcdef,gText_NamingScreenKeyboard_abcdef,{CLEAR 11}a{CLEAR 6}b{CLEAR 6}c{CLEAR 26}d{CLEAR 6}e{CLEAR 6}f{CLEAR 6} {CLEAR 30}.,,pending,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,10,1,{CLEAR 11};{CLEAR 26};{CLEAR 30};{CLEAR 6},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0308,global:gText_NamingScreenKeyboard_ghijkl,gText_NamingScreenKeyboard_ghijkl,"{CLEAR 11}g{CLEAR 6}h{CLEAR 7}i{CLEAR 27}j{CLEAR 7}k{CLEAR 7}l{CLEAR 7} {CLEAR 30},",,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,11,1,{CLEAR 11};{CLEAR 27};{CLEAR 30};{CLEAR 6};{CLEAR 7},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0309,global:gText_NamingScreenKeyboard_mnopqrs,gText_NamingScreenKeyboard_mnopqrs,{CLEAR 11}m{CLEAR 6}n{CLEAR 6}o{CLEAR 26}p{CLEAR 6}q{CLEAR 7}r{CLEAR 6}s{CLEAR 27}\x20,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,12,1,{CLEAR 11};{CLEAR 26};{CLEAR 27};{CLEAR 6};{CLEAR 7},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0310,global:gText_NamingScreenKeyboard_tuvwxyz,gText_NamingScreenKeyboard_tuvwxyz,{CLEAR 11}t{CLEAR 6}u{CLEAR 6}v{CLEAR 26}w{CLEAR 6}x{CLEAR 6}y{CLEAR 6}z{CLEAR 26}\x20,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,13,1,{CLEAR 11};{CLEAR 26};{CLEAR 6},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0340,global:gText_Option,gText_Option,OPTION,ตั้งค่า,translated_pending_qa,core_ui_label,english,OPTION_MENU,1,c_u8,src/strings.c,1528,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0341,global:gText_OptionMenuCancel,gText_OptionMenuCancel,CANCEL,ยกเลิก,translated_pending_qa,core_ui_label,english,OPTION_MENU,1,c_u8,src/strings.c,1534,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0348,global:gText_Peak,gText_Peak,Peak,ยอด,translated_pending_qa,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1582,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0382,global:gText_PkmnTransferredLanettesPC,gText_PkmnTransferredLanettesPC,"{STR_VAR_2} was transferred to
LANETTE'S PC.\pIt was placed in\x20
BOX “{STR_VAR_1}.”",,pending,system_message,english,MAIN_MENU,1,asm_string,data/text/pc_transfer.inc,7,3,\p;{STR_VAR_1};{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0383,global:gText_PkmnTransferredLanettesPCBoxFull,gText_PkmnTransferredLanettesPCBoxFull,"BOX “{STR_VAR_3}” on
LANETTE'S PC was full.\p{STR_VAR_2} was transferred to
BOX “{STR_VAR_1}.”",,pending,system_message,english,MAIN_MENU,1,asm_string,data/text/pc_transfer.inc,19,3,\p;{STR_VAR_1};{STR_VAR_2};{STR_VAR_3},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0384,global:gText_PkmnTransferredSomeonesPC,gText_PkmnTransferredSomeonesPC,"{STR_VAR_2} was transferred to
SOMEONE'S PC.\pIt was placed in\x20
BOX “{STR_VAR_1}.”",,pending,system_message,english,MAIN_MENU,1,asm_string,data/text/pc_transfer.inc,1,3,\p;{STR_VAR_1};{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0385,global:gText_PkmnTransferredSomeonesPCBoxFull,gText_PkmnTransferredSomeonesPCBoxFull,"BOX “{STR_VAR_3}” on
SOMEONE'S PC was full.\p{STR_VAR_2} was transferred to
BOX “{STR_VAR_1}.”",,pending,system_message,english,MAIN_MENU,1,asm_string,data/text/pc_transfer.inc,13,3,\p;{STR_VAR_1};{STR_VAR_2};{STR_VAR_3},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0390,global:gText_PkmnsNickname,gText_PkmnsNickname,{STR_VAR_1}'s nickname?,,pending,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/strings.c,1644,1,{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0392,global:gText_PlayerSavedGame,gText_PlayerSavedGame,{PLAYER} saved the game.,,pending,core_ui_prompt,english,START_SAVE,1,asm_string,data/text/save.inc,13,1,{PLAYER},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0432,global:gText_SafariBallStock,gText_SafariBallStock,"SAFARI BALLS
Stock: {STR_VAR_1}",,pending,core_ui_prompt,english,START_SAVE,1,c_u8,src/strings.c,1573,2,{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0435,global:gText_SaveError,gText_SaveError,"Save error.\pPlease exchange the
backup memory.",,pending,system_message,english,START_SAVE,1,asm_string,data/text/save.inc,26,2,\p,yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0436,global:gText_SaveFileCorrupted,gText_SaveFileCorrupted,"The save file is corrupted. The
previous save file will be loaded.",,pending,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/strings.c,35,2,,no,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0437,global:gText_SaveFileErased,gText_SaveFileErased,"The save file has been erased
due to corruption or damage.",,pending,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/strings.c,36,2,,no,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0438,global:gText_SavingBadges,gText_SavingBadges,BADGES,เข็มกลัด,translated_pending_qa,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1695,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0439,global:gText_SavingDontTurnOff,gText_SavingDontTurnOff,"SAVING…
DON'T TURN OFF THE POWER.",,pending,core_ui_prompt,english,START_SAVE,1,asm_string,data/text/save.inc,9,2,,no,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0440,global:gText_SavingDontTurnOffPower,gText_SavingDontTurnOffPower,"SAVING…
DON'T TURN OFF THE POWER.",,pending,core_ui_prompt,english,START_SAVE,1,asm_string,data/text/save.inc,31,2,,no,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0441,global:gText_SavingPlayer,gText_SavingPlayer,PLAYER,ผู้เล่น,translated_pending_qa,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1694,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0442,global:gText_SavingPokedex,gText_SavingPokedex,POKéDEX,โปเกเด็กซ์,translated_pending_qa,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1696,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0443,global:gText_SavingTime,gText_SavingTime,TIME,เวลา,translated_pending_qa,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1697,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0462,global:gText_Sound,gText_Sound,SOUND,เสียง,translated_pending_qa,core_ui_label,english,OPTION_MENU,1,c_u8,src/strings.c,1532,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0463,global:gText_SoundMono,gText_SoundMono,{COLOR GREEN}{SHADOW LIGHT_GREEN}MONO,{COLOR GREEN}{SHADOW LIGHT_GREEN}โมโน,translated_pending_qa,core_ui_label,english,OPTION_MENU,1,c_u8,src/strings.c,1543,1,{COLOR GREEN};{SHADOW LIGHT_GREEN},yes,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0464,global:gText_SoundStereo,gText_SoundStereo,{COLOR GREEN}{SHADOW LIGHT_GREEN}STEREO,{COLOR GREEN}{SHADOW LIGHT_GREEN}สเตอริโอ,translated_pending_qa,core_ui_label,english,OPTION_MENU,2,c_u8,src/strings.c,1544,1,{COLOR GREEN};{SHADOW LIGHT_GREEN},yes,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0486,global:gText_TellHimTheWords,gText_TellHimTheWords,Tell him the words.,,pending,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/strings.c,1645,1,,no,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0487,global:gText_TextSpeed,gText_TextSpeed,TEXT SPEED,ความเร็วข้อความ,translated_pending_qa,core_ui_label,english,OPTION_MENU,1,c_u8,src/strings.c,1529,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0488,global:gText_TextSpeedFast,gText_TextSpeedFast,{COLOR GREEN}{SHADOW LIGHT_GREEN}FAST,{COLOR GREEN}{SHADOW LIGHT_GREEN}เร็ว,translated_pending_qa,core_ui_label,english,OPTION_MENU,3,c_u8,src/strings.c,1538,1,{COLOR GREEN};{SHADOW LIGHT_GREEN},yes,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0489,global:gText_TextSpeedMid,gText_TextSpeedMid,{COLOR GREEN}{SHADOW LIGHT_GREEN}MID,{COLOR GREEN}{SHADOW LIGHT_GREEN}กลาง,translated_pending_qa,core_ui_label,english,OPTION_MENU,2,c_u8,src/strings.c,1537,1,{COLOR GREEN};{SHADOW LIGHT_GREEN},yes,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0490,global:gText_TextSpeedSlow,gText_TextSpeedSlow,{COLOR GREEN}{SHADOW LIGHT_GREEN}SLOW,{COLOR GREEN}{SHADOW LIGHT_GREEN}ช้า,translated_pending_qa,core_ui_label,english,OPTION_MENU,2,c_u8,src/strings.c,1536,1,{COLOR GREEN};{SHADOW LIGHT_GREEN},yes,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked.",pilot_label_translated_pending_visual_qa
UI0496,global:gText_ThisIsAPokemon,gText_ThisIsAPokemon,This is what we call a “POKéMON.”{PAUSE 96}\p,,pending,system_message,english,MAIN_MENU,1,c_u8,src/strings.c,106,1,\p;{PAUSE 96},yes,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0533,global:gText_WirelessNotConnected,gText_WirelessNotConnected,"The Wireless Adapter is not
connected.",,pending,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/strings.c,30,2,,no,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0551,global:gText_YourName,gText_YourName,YOUR NAME?,,pending,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/strings.c,1642,1,,no,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
UI0555,local:src/naming_screen.c:sText_AlphabetUpperLower,sText_AlphabetUpperLower,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz!,,pending,core_ui_prompt,english,MAIN_MENU,2,c_u8,src/naming_screen.c,198,1,,no,pending_usage_to_window_mapping,pending,,ready_for_constraint_mapping
