ui_id,symbol,source_text,target_text_th,profile_id,renderer,route_or_designator,font_id,hard_width_px,window_height_px,max_lines,target_line_count,line_widths_px,max_expanded_width_px,remaining_px,source_tokens,test_expansion,thai_run_count,shaped_command_bytes,source_file,source_line,semantic_note,final_revision_status,translation_review_status,source_injection_status,shaper_result,width_result,rom_build_status,rom_sha256,visual_qa_status,qa_note
UI0339,gText_OnlyPkmnForBattle,"That's your only
POKéMON for battle.","นี่คือโปเกมอนตัวเดียว
ที่ใช้ต่อสู้ได้",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,100;51,100,123,,"นี่คือโปเกมอนตัวเดียว
ที่ใช้ต่อสู้ได้",2,192,src/strings.c,481,ห้ามแลกโปเกมอนตัวสุดท้ายที่ใช้ต่อสู้ได้,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0342,gText_OtherTrainerCantAcceptPkmn,"The other TRAINER can't accept
that POKéMON now.","ตอนนี้เทรนเนอร์อีกฝ่าย
รับโปเกมอนนี้ไม่ได้",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,104;89,104,119,,"ตอนนี้เทรนเนอร์อีกฝ่าย
รับโปเกมอนนี้ไม่ได้",2,248,src/strings.c,489,คู่แลกเปลี่ยนยังรับโปเกมอนที่เลือกไม่ได้,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0343,gText_OtherTrainersPkmnCantBeTraded,"The other TRAINER's POKéMON
can't be traded now.","ตอนนี้โปเกมอนของอีกฝ่าย
แลกเปลี่ยนไม่ได้",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,116;76,116,107,,"ตอนนี้โปเกมอนของอีกฝ่าย
แลกเปลี่ยนไม่ได้",2,248,src/strings.c,487,โปเกมอนของคู่แลกเปลี่ยนติดข้อจำกัด,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0361,gText_PkmnCantBeTradedNow,"That POKéMON can't be traded
now.","ตอนนี้โปเกมอนนี้
แลกเปลี่ยนไม่ได้",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,80;76,80,143,,"ตอนนี้โปเกมอนนี้
แลกเปลี่ยนไม่ได้",2,192,src/strings.c,483,โปเกมอนที่เลือกติดข้อจำกัดการแลกเปลี่ยน,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0367,gText_PkmnElevatedToLvVar2,"{STR_VAR_1} was elevated to
Lv. {STR_VAR_2}.","เลเวลของ {STR_VAR_1} เพิ่มเป็น
Lv. {STR_VAR_2}!",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,146;40,146,77,{STR_VAR_1};{STR_VAR_2},"เลเวลของ WWWWWWWWWW เพิ่มเป็น
Lv. 100!",2,112,src/strings.c,422,ใช้หลัง Rare Candy; STR_VAR_1 คือชื่อโปเกมอน และ STR_VAR_2 คือเลเวล,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0376,gText_PkmnLearnedMove3,"{STR_VAR_1} learned
{STR_VAR_2}!","{STR_VAR_1} เรียนรู้
{STR_VAR_2}!",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,92;76,92,131,{STR_VAR_1};{STR_VAR_2},"WWWWWWWWWW เรียนรู้
WWWWWWWWWWWW!",1,40,src/strings.c,404,STR_VAR_1 คือชื่อโปเกมอน และ STR_VAR_2 คือชื่อท่า ซึ่งคงภาษาอังกฤษ,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0398,gText_PokemonAreNeeded,{STR_VAR_1} POKéMON are needed.,ต้องมีโปเกมอน {STR_VAR_1} ตัว,PM_PROMPT_STD_DEFAULT_NORMAL_168x16,DisplayPartyMenuStdMessage,PARTY_MSG_X_MONS_ARE_NEEDED,FONT_NORMAL,168,16,1,1,92,92,76,{STR_VAR_1},ต้องมีโปเกมอน 6 ตัว,2,104,src/strings.c,448,STR_VAR_1 คือจำนวนโปเกมอนที่ต้องเลือก,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0399,gText_PokemonCantBeSame,POKéMON can't be the same.,เลือกโปเกมอนซ้ำกันไม่ได้,PM_PROMPT_STD_DEFAULT_NORMAL_168x16,DisplayPartyMenuStdMessage,PARTY_MSG_MONS_CANT_BE_SAME,FONT_NORMAL,168,16,1,1,116,116,52,,เลือกโปเกมอนซ้ำกันไม่ได้,1,144,src/strings.c,449,ห้ามเลือกโปเกมอนตัวเดียวกันซ้ำ,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0424,gText_RestoreWhichMove,Restore which move?,ฟื้น PP ให้ท่าไหน?,PM_PROMPT_STD_MOVE_NORMAL_128x16,DisplayPartyMenuStdMessage,PARTY_MSG_RESTORE_WHICH_MOVE,FONT_NORMAL,128,16,1,1,85,85,43,,ฟื้น PP ให้ท่าไหน?,2,72,src/strings.c,442,เลือกท่าที่ต้องการฟื้นค่า PP,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0425,gText_ReturnToHealingSpot,"Want to return to the healing spot
used last in {STR_VAR_1}?","จะกลับไปยังจุดฟื้นพลัง
ล่าสุดใน {STR_VAR_1}?",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,100;154,154,69,{STR_VAR_1},"จะกลับไปยังจุดฟื้นพลัง
ล่าสุดใน WWWWWWWWWWWWWWWWWW?",2,176,src/strings.c,477,ใช้กับ TELEPORT; ถามว่าจะกลับไปยังจุดฟื้นพลังล่าสุดในสถานที่ STR_VAR_1 หรือไม่,revised_after_source_context_review,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0428,gText_ReturnToWaitingRoom,Return to the WAITING ROOM?,กลับไปห้องรอ?,PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,1,66,66,157,,กลับไปห้องรอ?,1,80,src/strings.c,474,กลับไปยัง Waiting Room ของ Battle Dome,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0454,gText_SendMailToPC,"Send the removed MAIL to
your PC?","ส่งจดหมายที่เอาออก
ไปยัง PC?",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,86;44,86,137,,"ส่งจดหมายที่เอาออก
ไปยัง PC?",2,152,src/strings.c,390,ส่งจดหมายที่ถอดออกไปเก็บใน PC,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0472,gText_StopLearningMove2,"Stop trying to teach
{STR_VAR_2}?","หยุดสอนท่า
{STR_VAR_2}?",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,51;78,78,145,{STR_VAR_2},"หยุดสอนท่า
WWWWWWWWWWWW?",1,64,src/strings.c,407,STR_VAR_2 คือชื่อท่า ซึ่งคงภาษาอังกฤษ,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0485,gText_TeachWhichPokemon,Teach which POKéMON?,จะสอนท่าให้โปเกมอนตัวไหน?,PM_PROMPT_STD_DEFAULT_NORMAL_168x16,DisplayPartyMenuStdMessage,PARTY_MSG_TEACH_WHICH_MON,FONT_NORMAL,168,16,1,1,138,138,30,,จะสอนท่าให้โปเกมอนตัวไหน?,1,168,src/strings.c,434,เลือกโปเกมอนที่จะเรียนท่า โดยระบุคำว่า “ท่า”ให้ชัดเจนในข้อความ,revised_after_source_context_review,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0493,gText_ThatIsntAnEgg,That isn't an EGG.,ตัวนั้นไม่ใช่ไข่,PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,1,66,66,157,,ตัวนั้นไม่ใช่ไข่,1,80,src/strings.c,495,โปเกมอนที่เลือกไม่ใช่ไข่ตามเงื่อนไขการแลก,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0499,gText_ThrowAwayItem,"Throw away this
{STR_VAR_1}?","จะทิ้ง
{STR_VAR_1}?",PM_PROMPT_FULL_MESSAGE_NORMAL_224x32,DisplayPartyMenuMessage -> PrintMessage,DisplayPartyMenuMessage / indirect full-message route,FONT_NORMAL,223,32,2,2,23;90,90,133,{STR_VAR_1},"จะทิ้ง
WWWWWWWWWWWWWW?",1,32,src/strings.c,429,STR_VAR_1 คือชื่อไอเทม ซึ่งคงภาษาอังกฤษ,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
UI0514,gText_UseOnWhichPokemon,Use on which POKéMON?,จะใช้กับโปเกมอนตัวไหน?,PM_PROMPT_STD_DEFAULT_NORMAL_168x16,DisplayPartyMenuStdMessage,PARTY_MSG_USE_ON_WHICH_MON,FONT_NORMAL,168,16,1,1,119,119,49,,จะใช้กับโปเกมอนตัวไหน?,1,144,src/strings.c,435,เลือกโปเกมอนที่จะใช้ไอเทมด้วย,approved_from_review_v1,approved,pass,pass,pass,pass,9781d48c2f86d132f4c61155c946674a15b1222c1bc4973c7b9b7ac3c36fc9b1,proof_passed,Automated source/token/shaper/width checks passed; final normal ROM build passed. User-confirmed runtime gallery passed 14/14 pages and 49/49 prompts. Full-message first-glyph clipping at x=0 was corrected by the Party Menu PrintMessage x=1 renderer origin; V5 pages 08-14 confirmed the fix.
