id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes
dlg_b07333e45fdeadd3,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,135,FortreeCity_Gym_Text_GymGuideAdvice,"Yo, how's it going, CHAMPION-\nbound {PLAYER}?\pFORTREE GYM LEADER WINONA is\na master of FLYING-type POKéMON.\pShe's waiting at the back of this GYM,\nbehind the rotating doors.\pShe's waiting for new challengers\nwho are trying to take wing!\pOkay, go for it!$","Yo, how's it going, CHAMPION-
bound {PLAYER}?
[PAGE]
FORTREE GYM LEADER WINONA is
a master of FLYING-type POKéMON.
[PAGE]
She's waiting at the back of this GYM,
behind the rotating doors.
[PAGE]
She's waiting for new challengers
who are trying to take wing!
[PAGE]
Okay, go for it!",,untranslated,\n | {PLAYER} | \p | \n | \p | \n | \p | \n | \p,{PLAYER},,Main-story status is not proven by static source evidence.
dlg_7d968b30290c0aed,interaction,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,146,FortreeCity_Gym_Text_GymGuidePostVictory,You did it!\nYou've achieved liftoff!$,"You did it!
You've achieved liftoff!",,untranslated,\n,,,
dlg_e53eb67f8d95934d,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,150,FortreeCity_Gym_Text_JaredIntro,Behold the elegant battle style of\nBIRD POKéMON!$,"Behold the elegant battle style of
BIRD POKéMON!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_49c161aad71f5004,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,154,FortreeCity_Gym_Text_JaredDefeat,You…\nYou're strong…$,"You…
You're strong…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_d7b564cf5a005a63,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,164,FortreeCity_Gym_Text_EdwardoIntro,"The lovers of BIRD POKéMON aspire\nto join this GYM.\pAs a member of the FORTREE GYM,\nI'm not allowed to lose!$","The lovers of BIRD POKéMON aspire
to join this GYM.
[PAGE]
As a member of the FORTREE GYM,
I'm not allowed to lose!",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_c0626c4747b17c97,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,170,FortreeCity_Gym_Text_EdwardoDefeat,It was too much of a load for me\nto bear…$,"It was too much of a load for me
to bear…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_a94fd11e4ec3cb79,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,180,FortreeCity_Gym_Text_FlintIntro,"There's no need for WINONA, our GYM\nLEADER, to deal with you!\pI'm plenty good enough for you!$","There's no need for WINONA, our GYM
LEADER, to deal with you!
[PAGE]
I'm plenty good enough for you!",,untranslated,\n | \p,,,Main-story status is not proven by static source evidence.
dlg_46088b992d0f24b6,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,185,FortreeCity_Gym_Text_FlintDefeat,"WINONA, I…\nI lost!$","WINONA, I…
I lost!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_b0754c6b8e56c7ee,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,194,FortreeCity_Gym_Text_AshleyIntro,WINONA taught me personally!\nYou can't beat me easily!$,"WINONA taught me personally!
You can't beat me easily!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_97b794c91a45a0ff,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,198,FortreeCity_Gym_Text_AshleyDefeat,I was beaten…$,I was beaten…,,untranslated,,,dup_00345,Main-story status is not proven by static source evidence.
dlg_8b8530dc0f8c9dab,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,205,FortreeCity_Gym_Text_HumbertoIntro,"When WINONA takes to battle, her face\nshines with beautiful determination…\pI'm not letting you witness that\nlovely sight!$","When WINONA takes to battle, her face
shines with beautiful determination…
[PAGE]
I'm not letting you witness that
lovely sight!",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_19699004a7d4369c,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,211,FortreeCity_Gym_Text_HumbertoDefeat,Urk!\nI couldn't stop you.$,"Urk!
I couldn't stop you.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_e6b8e660c3f11500,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,220,FortreeCity_Gym_Text_DariusIntro,"You'd better know that there are all\nsorts of FLYING-type POKéMON.\pYou do know that, right?$","You'd better know that there are all
sorts of FLYING-type POKéMON.
[PAGE]
You do know that, right?",,untranslated,\n | \p,,,Main-story status is not proven by static source evidence.
dlg_ec52d52bcb759fc1,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,225,FortreeCity_Gym_Text_DariusDefeat,You seem to know your stuff!$,You seem to know your stuff!,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_ca88807e97835946,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,Winona,data/maps/FortreeCity_Gym/scripts.inc,233,FortreeCity_Gym_Text_WinonaIntro,"I am WINONA. I am the LEADER of\nthe FORTREE POKéMON GYM.\pI have become one with BIRD POKéMON\nand have soared the skies…\pHowever grueling the battle, we have\ntriumphed with grace…\pWitness the elegant choreography\nof BIRD POKéMON and I!$","I am WINONA. I am the LEADER of
the FORTREE POKéMON GYM.
[PAGE]
I have become one with BIRD POKéMON
and have soared the skies…
[PAGE]
However grueling the battle, we have
triumphed with grace…
[PAGE]
Witness the elegant choreography
of BIRD POKéMON and I!",,untranslated,\n | \p | \n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_ea7fb512aefdecbf,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,Winona,data/maps/FortreeCity_Gym/scripts.inc,243,FortreeCity_Gym_Text_WinonaDefeat,"Never before have I seen a TRAINER\ncommand POKéMON with more grace\lthan I…\pIn recognition of your prowess,\nI present to you this GYM BADGE.$","Never before have I seen a TRAINER
command POKéMON with more grace
than I…
[PAGE]
In recognition of your prowess,
I present to you this GYM BADGE.",,untranslated,\n | \l | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_043520f7cee45426,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,250,FortreeCity_Gym_Text_ReceivedFeatherBadge,{PLAYER} received the FEATHER BADGE\nfrom WINONA.$,"{PLAYER} received the FEATHER BADGE
from WINONA.",,untranslated,{PLAYER} | \n,{PLAYER},,Main-story status is not proven by static source evidence.
dlg_4ba2da8c6c4cb804,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,254,FortreeCity_Gym_Text_ExplainFeatherBadgeTakeThis,"With the FEATHER BADGE, all POKéMON up\nto LV 70, even those received through\ltrades, will obey your every command.\pYou will also be able to use\nthe HM move FLY outside of battle.\pAnd this…\nThis is a gift from me.$","With the FEATHER BADGE, all POKéMON up
to LV 70, even those received through
trades, will obey your every command.
[PAGE]
You will also be able to use
the HM move FLY outside of battle.
[PAGE]
And this…
This is a gift from me.",,untranslated,\n | \l | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_e89bf2fc11073911,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,263,FortreeCity_Gym_Text_ExplainAerialAce,TM40 contains AERIAL ACE.\pIts speed…\nNo POKéMON should be able to avoid it.\p… … … … … …$,"TM40 contains AERIAL ACE.
[PAGE]
Its speed…
No POKéMON should be able to avoid it.
[PAGE]
… … … … … …",,untranslated,\p | \n | \p,,,Main-story status is not proven by static source evidence.
dlg_00aaee1361352d90,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,Winona,data/maps/FortreeCity_Gym/scripts.inc,269,FortreeCity_Gym_Text_RegisteredWinona,Registered GYM LEADER WINONA\nin the POKéNAV.$,"Registered GYM LEADER WINONA
in the POKéNAV.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_cbc90c678ef8cbfe,interaction,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,277,FortreeCity_Gym_Text_GymStatue,FORTREE CITY POKéMON GYM$,FORTREE CITY POKéMON GYM,,untranslated,,,,
dlg_583bd04f9f9a374f,interaction,,,FortreeCity_Gym,FortreeCity Gym,,data/maps/FortreeCity_Gym/scripts.inc,280,FortreeCity_Gym_Text_GymStatueCertified,FORTREE CITY POKéMON GYM\pWINONA'S CERTIFIED TRAINERS:\n{PLAYER}$,"FORTREE CITY POKéMON GYM
[PAGE]
WINONA'S CERTIFIED TRAINERS:
{PLAYER}",,untranslated,\p | \n | {PLAYER},{PLAYER},,
dlg_bf4d1aebe26e3afa,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,Winona,data/maps/FortreeCity_Gym/scripts.inc,285,FortreeCity_Gym_Text_WinonaPreRematch,"WINONA: We humans can never escape\ngravity's pull on the ground.\pBut by striving for excellence,\nwe have the power to soar!\pYou have scaled the pinnacle as\nthe reigning CHAMPION.\pPlease, allow me to see your power\nat full flight!$","WINONA: We humans can never escape
gravity's pull on the ground.
[PAGE]
But by striving for excellence,
we have the power to soar!
[PAGE]
You have scaled the pinnacle as
the reigning CHAMPION.
[PAGE]
Please, allow me to see your power
at full flight!",,untranslated,\n | \p | \n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_2e9b5fec7e672d67,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,Winona,data/maps/FortreeCity_Gym/scripts.inc,295,FortreeCity_Gym_Text_WinonaRematchDefeat,I failed to reach your height again…$,I failed to reach your height again…,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_53ec7afca460dba6,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,Winona,data/maps/FortreeCity_Gym/scripts.inc,298,FortreeCity_Gym_Text_WinonaPostRematch,"WINONA: Even though I have lost,\nthe wings of my heart remain unbroken.\pI can rise and soar again and\nyet again.\pI am convinced of it!$","WINONA: Even though I have lost,
the wings of my heart remain unbroken.
[PAGE]
I can rise and soar again and
yet again.
[PAGE]
I am convinced of it!",,untranslated,\n | \p | \n | \p,,,Main-story status is not proven by static source evidence.
dlg_ccd8b4d652a841cb,optional_npc,,,FortreeCity_Gym,FortreeCity Gym,Winona,data/maps/FortreeCity_Gym/scripts.inc,305,FortreeCity_Gym_Text_WinonaRematchNeedTwoMons,"WINONA: We humans can never escape\ngravity's pull on the ground.\pBut by striving for excellence,\nwe have the power to soar!\pYou have scaled the pinnacle as\nthe reigning CHAMPION.\pPlease, allow me to see your power\nat full flight!\pOh, no… Do you have but one\nPOKéMON with you?\pPlease return with two POKéMON\nat the very least.$","WINONA: We humans can never escape
gravity's pull on the ground.
[PAGE]
But by striving for excellence,
we have the power to soar!
[PAGE]
You have scaled the pinnacle as
the reigning CHAMPION.
[PAGE]
Please, allow me to see your power
at full flight!
[PAGE]
Oh, no… Do you have but one
POKéMON with you?
[PAGE]
Please return with two POKéMON
at the very least.",,untranslated,\n | \p | \n | \p | \n | \p | \n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_7db4cfe29df3519c,optional_npc,,,FortreeCity_House1,FortreeCity House1,,data/maps/FortreeCity_House1/scripts.inc,60,FortreeCity_House1_Text_YouWillTradeWontYou,"Wrooooaaar! I need it!\nI have to get me a {STR_VAR_1}!\lI'll do anything for it!\p…Uh… Did you hear that?\nMy shout from the bottom of my heart?\pHaving heard that, you will trade\nyour {STR_VAR_1} for my {STR_VAR_2},\lwon't you?$","Wrooooaaar! I need it!
I have to get me a {STR_VAR_1}!
I'll do anything for it!
[PAGE]
…Uh… Did you hear that?
My shout from the bottom of my heart?
[PAGE]
Having heard that, you will trade
your {STR_VAR_1} for my {STR_VAR_2},
won't you?",,untranslated,\n | {STR_VAR_1} | \l | \p | \n | \p | \n | {STR_VAR_1} | {STR_VAR_2} | \l,{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2},,Main-story status is not proven by static source evidence.
dlg_ffcef2180452c922,optional_npc,,,FortreeCity_House1,FortreeCity House1,,data/maps/FortreeCity_House1/scripts.inc,70,FortreeCity_House1_Text_MonYouTakeCare,"Oh, yeah, right on!\p{STR_VAR_1}, welcome!\n{STR_VAR_2}, you take care!$","Oh, yeah, right on!
[PAGE]
{STR_VAR_1}, welcome!
{STR_VAR_2}, you take care!",,untranslated,\p | {STR_VAR_1} | \n | {STR_VAR_2},{STR_VAR_1} | {STR_VAR_2},,Main-story status is not proven by static source evidence.
dlg_fb59ad05efbffa2c,optional_npc,,,FortreeCity_House1,FortreeCity House1,,data/maps/FortreeCity_House1/scripts.inc,75,FortreeCity_House1_Text_ThisIsntAMon,"Uh, no, I don't think so.\nThat isn't a {STR_VAR_1}.$","Uh, no, I don't think so.
That isn't a {STR_VAR_1}.",,untranslated,\n | {STR_VAR_1},{STR_VAR_1},,Main-story status is not proven by static source evidence.
dlg_05c9382222e6600d,optional_npc,,,FortreeCity_House1,FortreeCity House1,,data/maps/FortreeCity_House1/scripts.inc,79,FortreeCity_House1_Text_YouWontTradeMe,No? You won't trade me?\nEven after I bared my heart to you?$,"No? You won't trade me?
Even after I bared my heart to you?",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_9259f6866c034d44,optional_npc,,,FortreeCity_House1,FortreeCity House1,,data/maps/FortreeCity_House1/scripts.inc,83,FortreeCity_House1_Text_GoingToMakeVolbeatStrong,I'm going to make VOLBEAT super\nstrong from this moment on!\pI hope you do the same with PLUSLE!$,"I'm going to make VOLBEAT super
strong from this moment on!
[PAGE]
I hope you do the same with PLUSLE!",,untranslated,\n | \p,,,Main-story status is not proven by static source evidence.
dlg_3dba4d28a9426817,optional_npc,,,FortreeCity_House1,FortreeCity House1,,data/maps/FortreeCity_House1/scripts.inc,88,FortreeCity_House1_Text_TradingMemoriesWithOthers,Trading POKéMON with others…\pIt's as if you're trading your own\nmemories with other people.$,"Trading POKéMON with others…
[PAGE]
It's as if you're trading your own
memories with other people.",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_1e0f8e86ee20ceb6,optional_npc,,,FortreeCity_House1,FortreeCity House1,,data/maps/FortreeCity_House1/scripts.inc,93,FortreeCity_House1_Text_Zigzagoon,ZIGZAGOON: Gumomoh?$,ZIGZAGOON: Gumomoh?,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_eec4010ad0f78ad7,optional_npc,,,FortreeCity_House2,FortreeCity House2,,data/maps/FortreeCity_House2/scripts.inc,43,FortreeCity_House2_Text_HiddenPowersArousedByNature,People… POKéMON…\pTheir hidden powers are aroused by\nliving in natural environments…$,"People… POKéMON…
[PAGE]
Their hidden powers are aroused by
living in natural environments…",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_2860c24ed3d61a7a,optional_npc,,,FortreeCity_House2,FortreeCity House2,,data/maps/FortreeCity_House2/scripts.inc,48,FortreeCity_House2_Text_CoinInWhichHand,"Let this old woman see if your hidden\npower has awoken…\pI hold a coin in my hand.\pNow, tell me, have I palmed it in\nthe right hand? Or in the left?$","Let this old woman see if your hidden
power has awoken…
[PAGE]
I hold a coin in my hand.
[PAGE]
Now, tell me, have I palmed it in
the right hand? Or in the left?",,untranslated,\n | \p | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_0604106b2d18aaf9,optional_npc,,,FortreeCity_House2,FortreeCity House2,,data/maps/FortreeCity_House2/scripts.inc,55,FortreeCity_House2_Text_CorrectTryAgainWhichHand,"Oh! Yes, correct!\pWe shall try again.\pIn which hand have I palmed the coin?\nThe right or left?$","Oh! Yes, correct!
[PAGE]
We shall try again.
[PAGE]
In which hand have I palmed the coin?
The right or left?",,untranslated,\p | \p | \n,,dup_00542,Main-story status is not proven by static source evidence.
dlg_c96275ebd0ebf8e7,optional_npc,,,FortreeCity_House2,FortreeCity House2,,data/maps/FortreeCity_House2/scripts.inc,61,FortreeCity_House2_Text_CorrectTryAgainWhichHand2,"Oh! Yes, correct!\pWe shall try again.\pIn which hand have I palmed the coin?\nThe right or left?$","Oh! Yes, correct!
[PAGE]
We shall try again.
[PAGE]
In which hand have I palmed the coin?
The right or left?",,untranslated,\p | \p | \n,,dup_00542,Main-story status is not proven by static source evidence.
dlg_766a4b177383e513,optional_npc,,,FortreeCity_House2,FortreeCity House2,,data/maps/FortreeCity_House2/scripts.inc,67,FortreeCity_House2_Text_YourHiddenPowerHasAwoken,"Oh! Splendid!\nYour hidden power has awoken!\pHere, take this and awaken the hidden\npower of your POKéMON.$","Oh! Splendid!
Your hidden power has awoken!
[PAGE]
Here, take this and awaken the hidden
power of your POKéMON.",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_1b6e02aefb80a245,optional_npc,,,FortreeCity_House2,FortreeCity House2,,data/maps/FortreeCity_House2/scripts.inc,73,FortreeCity_House2_Text_ExplainHiddenPower,HIDDEN POWER is a move that changes\nwith the POKéMON.$,"HIDDEN POWER is a move that changes
with the POKéMON.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_64c3c5dbbcdf2585,optional_npc,,,FortreeCity_House2,FortreeCity House2,,data/maps/FortreeCity_House2/scripts.inc,77,FortreeCity_House2_Text_YouGuessedWrong,"No, too bad.\nYou guessed wrong.$","No, too bad.
You guessed wrong.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_3a65db8dbdbb3ede,optional_npc,,,FortreeCity_House3,FortreeCity House3,Steven,data/maps/FortreeCity_House3/scripts.inc,11,FortreeCity_House3_Text_MetStevenHadAmazingPokemon,"While speaking about POKéDEXES,\nI remembered something.\pI met this TRAINER, STEVEN, when\nI was searching for rare stones.\pHoo, boy, he had some amazing POKéMON\nwith him.\pThey weren't just rare, they were\ntrained to terrifying extremes!\pHe might even be stronger than the\nGYM LEADER in this town…$","While speaking about POKéDEXES,
I remembered something.
[PAGE]
I met this TRAINER, STEVEN, when
I was searching for rare stones.
[PAGE]
Hoo, boy, he had some amazing POKéMON
with him.
[PAGE]
They weren't just rare, they were
trained to terrifying extremes!
[PAGE]
He might even be stronger than the
GYM LEADER in this town…",,untranslated,\n | \p | \n | \p | \n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_da0e3578d2a0600a,optional_npc,,,FortreeCity_House4,FortreeCity House4,,data/maps/FortreeCity_House4/scripts.inc,64,FortreeCity_House4_Text_BringsWorldCloserTogether,"By being together with POKéMON,\npeople make more and more friends.\pAnd that brings the world closer\ntogether. I think it's wonderful!$","By being together with POKéMON,
people make more and more friends.
[PAGE]
And that brings the world closer
together. I think it's wonderful!",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_777ecc2da7e5e299,optional_npc,,,FortreeCity_House4,FortreeCity House4,,data/maps/FortreeCity_House4/scripts.inc,70,FortreeCity_House4_Text_GoBirdPokemon,"There!\nGo, BIRD POKéMON!$","There!
Go, BIRD POKéMON!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_d8426b36bb9b0c97,optional_npc,,,FortreeCity_House4,FortreeCity House4,,data/maps/FortreeCity_House4/scripts.inc,74,FortreeCity_House4_Text_AskedWingullToRunErrand,"Heheh, I asked my WINGULL to run\nan errand for me.$","Heheh, I asked my WINGULL to run
an errand for me.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_c940fe7d716fb7eb,optional_npc,,,FortreeCity_House4,FortreeCity House4,,data/maps/FortreeCity_House4/scripts.inc,78,FortreeCity_House4_Text_WelcomeWingullTakeMentalHerb,"Good!\nWelcome back, WINGULL!\pHuh? What is this?\nWhat is it holding?\pA MENTAL HERB?\nIt must have picked it up somewhere.\pBut I'm not a TRAINER, so you can\nhave it.$","Good!
Welcome back, WINGULL!
[PAGE]
Huh? What is this?
What is it holding?
[PAGE]
A MENTAL HERB?
It must have picked it up somewhere.
[PAGE]
But I'm not a TRAINER, so you can
have it.",,untranslated,\n | \p | \n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_b71348bf00987cc3,optional_npc,,,FortreeCity_House4,FortreeCity House4,,data/maps/FortreeCity_House4/scripts.inc,88,FortreeCity_House4_Text_FriendsFarAwayThanksToWingull,"Thanks to my WINGULL, I have friends\nwho live far away.$","Thanks to my WINGULL, I have friends
who live far away.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_962631cde0d890b2,optional_npc,,,FortreeCity_House4,FortreeCity House4,,data/maps/FortreeCity_House4/scripts.inc,92,FortreeCity_House4_Text_Wingull,WINGULL: Pihyoh!$,WINGULL: Pihyoh!,,untranslated,,,dup_00853,Main-story status is not proven by static source evidence.
dlg_f8992177d37b5f41,optional_npc,,,FortreeCity_House5,FortreeCity House5,,data/maps/FortreeCity_House5/scripts.inc,21,FortreeCity_House5_Text_TreeHousesAreGreat,The tree houses of FORTREE are great!\pI think it's the number one town for\nliving together with POKéMON.$,"The tree houses of FORTREE are great!
[PAGE]
I think it's the number one town for
living together with POKéMON.",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_e498bc5004e7235c,optional_npc,,,FortreeCity_House5,FortreeCity House5,,data/maps/FortreeCity_House5/scripts.inc,26,FortreeCity_House5_Text_AdaptedToNature,POKéMON and people have adapted to\nnature for survival.\pThere's no need to make nature\nconform to the way we want to live.$,"POKéMON and people have adapted to
nature for survival.
[PAGE]
There's no need to make nature
conform to the way we want to live.",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_a61cc57b8e9e213e,optional_npc,,,FortreeCity_House5,FortreeCity House5,,data/maps/FortreeCity_House5/scripts.inc,32,FortreeCity_House5_Text_Zigzagoon,ZIGZAGOON: Bufuu!$,ZIGZAGOON: Bufuu!,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_8f937f463e63ff56,optional_npc,,,FortreeCity_Mart,FortreeCity Mart,,data/maps/FortreeCity_Mart/scripts.inc,39,FortreeCity_Mart_Text_SuperRepelBetter,"SUPER REPEL lasts a long time,\nand it gets the job done.\pIt's much better than an ordinary\nREPEL.$","SUPER REPEL lasts a long time,
and it gets the job done.
[PAGE]
It's much better than an ordinary
REPEL.",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_adca7e945b79f305,optional_npc,,,FortreeCity_Mart,FortreeCity Mart,,data/maps/FortreeCity_Mart/scripts.inc,45,FortreeCity_Mart_Text_StockUpOnItems,I always stock up on more items than\nI'm sure I'll need.\pYou never know what might happen.\nBetter to be safe than sorry!$,"I always stock up on more items than
I'm sure I'll need.
[PAGE]
You never know what might happen.
Better to be safe than sorry!",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_9d6903bffa04b7e1,optional_npc,,,FortreeCity_Mart,FortreeCity Mart,,data/maps/FortreeCity_Mart/scripts.inc,51,FortreeCity_Mart_Text_RareCandyMakesMonGrow,A RARE CANDY makes a POKéMON grow\nimmediately by one level.$,"A RARE CANDY makes a POKéMON grow
immediately by one level.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_a1f94b834dcc61d1,optional_npc,,,FortreeCity_PokemonCenter_1F,FortreeCity PokemonCenter 1F,,data/maps/FortreeCity_PokemonCenter_1F/scripts.inc,29,FortreeCity_PokemonCenter_1F_Text_GoToSafariZone,"Listen, kid, are you working\non a POKéDEX?\pHmm… Go to the SAFARI ZONE.\nThat's my suggestion.$","Listen, kid, are you working
on a POKéDEX?
[PAGE]
Hmm… Go to the SAFARI ZONE.
That's my suggestion.",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_3a245a0c660b006d,optional_npc,,,FortreeCity_PokemonCenter_1F,FortreeCity PokemonCenter 1F,,data/maps/FortreeCity_PokemonCenter_1F/scripts.inc,35,FortreeCity_PokemonCenter_1F_Text_RecordCornerIsNeat,"Have you done anything at\nthe RECORD CORNER?\pIt's pretty neat. It mixes and matches\nthe records of TRAINERS.\pI don't know quite how it works,\nbut it's cool. It's exciting, even!$","Have you done anything at
the RECORD CORNER?
[PAGE]
It's pretty neat. It mixes and matches
the records of TRAINERS.
[PAGE]
I don't know quite how it works,
but it's cool. It's exciting, even!",,untranslated,\n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_3da1812f2171406a,optional_npc,,,GraniteCave_1F,GraniteCave 1F,,data/maps/GraniteCave_1F/scripts.inc,19,GraniteCave_1F_Text_GetsDarkAheadHereYouGo,"Hey, you.\nIt gets awfully dark ahead.\lIt'll be tough trying to explore.\pThat guy who came by earlier…\nSTEVEN, I think it was.\pHe knew how to use FLASH, so he ought\nto be all right, but…\pWell, for us HIKERS, helping out those\nthat we meet is our motto.\pHere you go, I'll pass this on to you.$","Hey, you.
It gets awfully dark ahead.
It'll be tough trying to explore.
[PAGE]
That guy who came by earlier…
STEVEN, I think it was.
[PAGE]
He knew how to use FLASH, so he ought
to be all right, but…
[PAGE]
Well, for us HIKERS, helping out those
that we meet is our motto.
[PAGE]
Here you go, I'll pass this on to you.",,untranslated,\n | \l | \p | \n | \p | \n | \p | \n | \p,,,Main-story status is not proven by static source evidence.
dlg_638ef804fe016281,optional_npc,,,GraniteCave_1F,GraniteCave 1F,,data/maps/GraniteCave_1F/scripts.inc,31,GraniteCave_1F_Text_ExplainFlash,"Teach that hidden move FLASH to\na POKéMON and use it.\pIt lights up even the inky darkness\nof caves.\pBut, to use it, you need the GYM BADGE\nfrom DEWFORD's POKéMON GYM.$","Teach that hidden move FLASH to
a POKéMON and use it.
[PAGE]
It lights up even the inky darkness
of caves.
[PAGE]
But, to use it, you need the GYM BADGE
from DEWFORD's POKéMON GYM.",,untranslated,\n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_a88dd55439c8c786,optional_npc,,,GraniteCave_StevensRoom,GraniteCave StevensRoom,Steven,data/maps/GraniteCave_StevensRoom/scripts.inc,81,GraniteCave_StevensRoom_Text_ImStevenLetterForMe,"My name is STEVEN.\pI'm interested in rare stones,\nso I travel here and there.\pOh?\nA LETTER for me?$","My name is STEVEN.
[PAGE]
I'm interested in rare stones,
so I travel here and there.
[PAGE]
Oh?
A LETTER for me?",,untranslated,\p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_d22ccdbee5657825,optional_npc,,,GraniteCave_StevensRoom,GraniteCave StevensRoom,Steven,data/maps/GraniteCave_StevensRoom/scripts.inc,88,GraniteCave_StevensRoom_Text_ThankYouTakeThis,"STEVEN: Okay, thank you.\pYou went through all this trouble to\ndeliver that. I need to thank you.\pLet me see…\nI'll give you this TM.\pIt contains my favorite move,\nSTEEL WING.$","STEVEN: Okay, thank you.
[PAGE]
You went through all this trouble to
deliver that. I need to thank you.
[PAGE]
Let me see…
I'll give you this TM.
[PAGE]
It contains my favorite move,
STEEL WING.",,untranslated,\p | \n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
