dialogue_id,source_label,source_file,source_line,script_label,event_id,map_name,map_period,reference_type,mandatory_path,branch_type,scope_decision,scope_evidence,chronology_confidence,notes
dlg_7eaad53685c1854a,Route104_MrBrineysHouse_Text_SetSailForDewford,data/maps/Route104_MrBrineysHouse/scripts.inc,115,Route104_MrBrineysHouse_EventScript_SailToDewford,briney,DewfordTown,briney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_dbb46905c78db3fa,DewfordTown_Gym_Text_BrawlyPostBattle,data/maps/DewfordTown_Gym/scripts.inc,420,DewfordTown_Gym_EventScript_Brawly,dewford,DewfordTown_Gym,dewford,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_b5f1597d44c6a945,DewfordTown_Gym_Text_ReceivedKnuckleBadge,data/maps/DewfordTown_Gym/scripts.inc,397,DewfordTown_Gym_EventScript_BrawlyDefeated,dewford,DewfordTown_Gym,dewford,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_c511203430171749,DewfordTown_Gym_Text_KnuckleBadgeInfoTakeThis,data/maps/DewfordTown_Gym/scripts.inc,401,DewfordTown_Gym_EventScript_BrawlyDefeated,dewford,DewfordTown_Gym,dewford,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_0e086d2f7643bdb7,DewfordTown_Gym_Text_ExplainBulkUp,data/maps/DewfordTown_Gym/scripts.inc,410,DewfordTown_Gym_EventScript_GiveBulkUp,dewford,DewfordTown_Gym,dewford,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_f3193871c666b294,SlateportCity_OceanicMuseum_2F_Text_ThankYouForTheParts,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,269,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_bccdea658542d0e8,SlateportCity_OceanicMuseum_2F_Text_WellTakeThoseParts,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,277,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6c9bfdabbe559c34,SlateportCity_OceanicMuseum_2F_Text_SternWhoAreYou,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,281,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_9758a7ae075cd9a8,SlateportCity_OceanicMuseum_2F_Text_WereTeamAqua,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,285,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_636ae9a849ca1131,SlateportCity_OceanicMuseum_2F_Text_BossGoingToBeFurious,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,294,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_e8971e4703accf6a,SlateportCity_OceanicMuseum_2F_Text_LetMeTakeCareOfThis,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,298,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_aa04df9ea54fa8e8,SlateportCity_OceanicMuseum_2F_Text_MeddlingKid,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,306,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_f04999e65407c9f5,SlateportCity_OceanicMuseum_2F_Text_CameToSeeWhatsTakingSoLong,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,312,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6e3b14603f596d92,SlateportCity_OceanicMuseum_2F_Text_ArchieWarning,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,317,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_9d72999ead10d4fe,SlateportCity_OceanicMuseum_2F_Text_SternThankYouForSavingUs,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,344,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_d19a36b6538ce9c5,SlateportCity_OceanicMuseum_2F_Text_SternIveGotToGo,data/maps/SlateportCity_OceanicMuseum_2F/scripts.inc,352,SlateportCity_OceanicMuseum_2F_EventScript_CaptStern,museum,SlateportCity_OceanicMuseum_2F,museum,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_28a099c0293fe293,Route110_Text_MayLetsBattle,data/maps/Route110/scripts.inc,756,Route110_EventScript_MayBattle,route110_rival,Route110,route110,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_1d20082a3ecc7ddc,Route110_Text_MayTakeThis,data/maps/Route110/scripts.inc,767,Route110_EventScript_MayDefeated,route110_rival,Route110,route110,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_871ba96348530430,Route110_Text_MayExplainItemfinder,data/maps/Route110/scripts.inc,773,Route110_EventScript_MayDefeated,route110_rival,Route110,route110,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_fd31a8d537ec357f,Route110_Text_BrendanLetsBattle,data/maps/Route110/scripts.inc,782,Route110_EventScript_BrendanBattle,route110_rival,Route110,route110,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_d3ccced86c75df3a,Route110_Text_BrendanTakeThis,data/maps/Route110/scripts.inc,793,Route110_EventScript_BrendanDefeated,route110_rival,Route110,route110,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_d281b79c13882f2a,Route110_Text_BrendanExplainItemfinder,data/maps/Route110/scripts.inc,799,Route110_EventScript_BrendanDefeated,route110_rival,Route110,route110,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_be3cc677576abfad,MauvilleCity_Text_UncleHesTooPeppy,data/maps/MauvilleCity/scripts.inc,460,MauvilleCity_EventScript_WallysUncle,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_f4f5fe77c8bb1be0,MauvilleCity_Text_UncleCanYouBattleWally,data/maps/MauvilleCity/scripts.inc,497,MauvilleCity_EventScript_UncleAskPlayerToBattleWally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_48288662c4edf402,MauvilleCity_Text_WallyWantToChallengeGym,data/maps/MauvilleCity/scripts.inc,465,MauvilleCity_EventScript_Wally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_776b6560c3cc25d0,MauvilleCity_Text_UncleYourePushingIt,data/maps/MauvilleCity/scripts.inc,471,MauvilleCity_EventScript_Wally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_ea21b86b9428270d,MauvilleCity_Text_WallyWeCanBeatAnyone,data/maps/MauvilleCity/scripts.inc,478,MauvilleCity_EventScript_Wally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_9c9adfc531c27500,MauvilleCity_Text_WallyWillYouBattleMe,data/maps/MauvilleCity/scripts.inc,483,MauvilleCity_EventScript_Wally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_cb17948871baa56c,MauvilleCity_Text_UncleVisitUsSometime,data/maps/MauvilleCity/scripts.inc,536,MauvilleCity_EventScript_WallyAndUncleExitNorth,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_a2a0edd5b970588e,MauvilleCity_Text_ScottYouDidntHoldBack,data/maps/MauvilleCity/scripts.inc,561,MauvilleCity_EventScript_DefeatedWally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_fb648835502d4cf7,MauvilleCity_Text_WallyHereICome,data/maps/MauvilleCity/scripts.inc,508,MauvilleCity_EventScript_BattleWally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_a08d097557c3e6c2,MauvilleCity_Text_WallyIllGoBackToVerdanturf,data/maps/MauvilleCity/scripts.inc,517,MauvilleCity_EventScript_BattleWally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6ebacc9d8cd36793,MauvilleCity_Text_ThankYouNotEnoughToBattle,data/maps/MauvilleCity/scripts.inc,521,MauvilleCity_EventScript_BattleWally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_1dd9ce5252a610ca,MauvilleCity_Text_UncleNoNeedToBeDown,data/maps/MauvilleCity/scripts.inc,528,MauvilleCity_EventScript_BattleWally,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_d86f9ae4036a91a5,MauvilleCity_Text_WallyPleaseBattleMe,data/maps/MauvilleCity/scripts.inc,504,MauvilleCity_EventScript_WallyRequestBattleAgain,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_29cf2d6c137f7d7c,MauvilleCity_Gym_Text_WattsonPostBattle,data/maps/MauvilleCity_Gym/scripts.inc,375,MauvilleCity_Gym_EventScript_Wattson,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_fc810b4e66b7f5bb,MauvilleCity_Gym_Text_ReceivedDynamoBadge,data/maps/MauvilleCity_Gym/scripts.inc,353,MauvilleCity_Gym_EventScript_WattsonDefeated,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_885f72022e6a7a31,MauvilleCity_Gym_Text_ExplainDynamoBadgeTakeThis,data/maps/MauvilleCity_Gym/scripts.inc,357,MauvilleCity_Gym_EventScript_WattsonDefeated,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_ffb1954314bec3d3,MauvilleCity_Gym_Text_ExplainShockWave,data/maps/MauvilleCity_Gym/scripts.inc,365,MauvilleCity_Gym_EventScript_GiveShockWave,mauville_wally,MauvilleCity,mauville,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_61953244313ffbe4,MeteorFalls_1F_1R_Text_WithThisMeteorite,data/maps/MeteorFalls_1F_1R/scripts.inc,233,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,meteor_falls,MeteorFalls_1F_1R,meteor,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_69bbf0b329ac7158,MeteorFalls_1F_1R_Text_DontExpectMercyFromMagma,data/maps/MeteorFalls_1F_1R/scripts.inc,238,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,meteor_falls,MeteorFalls_1F_1R,meteor,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_b1ce8521162aba50,MeteorFalls_1F_1R_Text_HoldItRightThereMagma,data/maps/MeteorFalls_1F_1R/scripts.inc,244,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,meteor_falls,MeteorFalls_1F_1R,meteor,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_c71a89510217f917,MeteorFalls_1F_1R_Text_BeSeeingYouTeamAqua,data/maps/MeteorFalls_1F_1R/scripts.inc,249,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,meteor_falls,MeteorFalls_1F_1R,meteor,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_e217e7b7f13bbeff,MeteorFalls_1F_1R_Text_ArchieSeenYouBefore,data/maps/MeteorFalls_1F_1R/scripts.inc,260,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,meteor_falls,MeteorFalls_1F_1R,meteor,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_ea4952bca9a7ff22,MeteorFalls_1F_1R_Text_BossWeShouldChaseMagma,data/maps/MeteorFalls_1F_1R/scripts.inc,275,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,meteor_falls,MeteorFalls_1F_1R,meteor,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_de424b65d2ac84b8,MeteorFalls_1F_1R_Text_ArchieYesNoTellingWhatMagmaWillDo,data/maps/MeteorFalls_1F_1R/scripts.inc,279,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,meteor_falls,MeteorFalls_1F_1R,meteor,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_620b24cda6ef26e8,MeteorFalls_1F_1R_Text_ArchieFarewell,data/maps/MeteorFalls_1F_1R/scripts.inc,285,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,meteor_falls,MeteorFalls_1F_1R,meteor,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_3a084ac6783a9ce7,MtChimney_Text_ArchieGoStopTeamMagma,data/maps/MtChimney/scripts.inc,652,MtChimney_EventScript_ArchieGoStopTeamMagma,mt_chimney,MtChimney,chimney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_3e2b11896ebb1637,MtChimney_Text_ArchieIHaveMyHandsFull,data/maps/MtChimney/scripts.inc,662,MtChimney_EventScript_ArchieBusyFighting,mt_chimney,MtChimney,chimney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_ed68ce020b1d6ba1,MtChimney_Text_MeteoriteWillActivateVolcano,data/maps/MtChimney/scripts.inc,528,MtChimney_EventScript_Maxie,mt_chimney,MtChimney,chimney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_e5fe9110f8a82454,MtChimney_Text_MaxieIntro,data/maps/MtChimney/scripts.inc,537,MtChimney_EventScript_Maxie,mt_chimney,MtChimney,chimney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6d5968a287374b4b,MtChimney_Text_MaxieYouHaventSeenLastOfMagma,data/maps/MtChimney/scripts.inc,569,MtChimney_EventScript_Maxie,mt_chimney,MtChimney,chimney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_31d1999313c6eb44,MtChimney_Text_ArchieThankYou,data/maps/MtChimney/scripts.inc,669,MtChimney_EventScript_Maxie,mt_chimney,MtChimney,chimney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_42c985b1510208be,MtChimney_Text_PlayerRemovedMeteorite,data/maps/MtChimney/scripts.inc,724,MtChimney_EventScript_MeteoriteMachine,mt_chimney,MtChimney,chimney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_fe675caa94756773,JaggedPass_Text_BoulderShakingInResponseToEmblem,data/maps/JaggedPass/scripts.inc,239,JaggedPass_EventScript_OpenMagmaHideout,jagged_magma,JaggedPass,jagged,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_d1feb2740067b7ae,JaggedPass_Text_GruntIntro,data/maps/JaggedPass/scripts.inc,222,JaggedPass_EventScript_MagmaHideoutGuard,jagged_magma,JaggedPass,jagged,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_ad170cc8edbfbd94,LavaridgeTown_Gym_1F_Text_FlanneryPostBattle,data/maps/LavaridgeTown_Gym_1F/scripts.inc,353,LavaridgeTown_Gym_1F_EventScript_Flannery,lavaridge,LavaridgeTown_Gym_1F,lavaridge,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_85cc669a07cfd1db,LavaridgeTown_Gym_1F_Text_ReceivedHeatBadge,data/maps/LavaridgeTown_Gym_1F/scripts.inc,327,LavaridgeTown_Gym_1F_EventScript_FlanneryDefeated,lavaridge,LavaridgeTown_Gym_1F,lavaridge,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_1082e920ad6c3157,LavaridgeTown_Gym_1F_Text_ExplainHeatBadgeTakeThis,data/maps/LavaridgeTown_Gym_1F/scripts.inc,331,LavaridgeTown_Gym_1F_EventScript_FlanneryDefeated,lavaridge,LavaridgeTown_Gym_1F,lavaridge,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_dc7603a3e7b7cee7,LavaridgeTown_Gym_1F_Text_ExplainOverheat,data/maps/LavaridgeTown_Gym_1F/scripts.inc,341,LavaridgeTown_Gym_1F_EventScript_GiveOverheat2,lavaridge,LavaridgeTown_Gym_1F,lavaridge,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6bc82f96214c6653,Route119_WeatherInstitute_2F_Text_TeamMagmaJustPassedBy,data/maps/Route119_WeatherInstitute_2F/scripts.inc,265,Route119_WeatherInstitute_2F_EventScript_ShellyDefeated,weather,Route119_WeatherInstitute_1F,weather,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_72d579cc12f30a2d,Route119_WeatherInstitute_2F_Text_WeHaveToHurryToMtPyre,data/maps/Route119_WeatherInstitute_2F/scripts.inc,272,Route119_WeatherInstitute_2F_EventScript_ShellyDefeated,weather,Route119_WeatherInstitute_1F,weather,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_15b8f87c5174f5d2,Route119_WeatherInstitute_2F_Text_ThanksPleaseTakePokemon,data/maps/Route119_WeatherInstitute_2F/scripts.inc,279,Route119_WeatherInstitute_2F_EventScript_ReceiveCastform,weather,Route119_WeatherInstitute_1F,weather,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_fbfff4949ad6b61d,gText_NicknameThisPokemon,data/text/pc_transfer.inc,29,Route119_WeatherInstitute_2F_EventScript_ReceiveCastformParty,weather,Route119_WeatherInstitute_1F,weather,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_3949d91512dde4d1,Route119_WeatherInstitute_2F_Text_PlayerReceivedCastform,data/maps/Route119_WeatherInstitute_2F/scripts.inc,290,Route119_WeatherInstitute_2F_EventScript_ReceivedCastformFanfare,weather,Route119_WeatherInstitute_1F,weather,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_019f94a8aef9ea9b,Route119_Text_MayIntro,data/maps/Route119/scripts.inc,477,Route119_EventScript_BattleMay,route119_rival,Route119,route119,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_8f9454ec6b2ac0f0,Route119_Text_MayPresentForYou,data/maps/Route119/scripts.inc,491,Route119_EventScript_DefeatedMay,route119_rival,Route119,route119,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6be0ed70a0acd49c,Route119_Text_MayExplainFly,data/maps/Route119/scripts.inc,496,Route119_EventScript_DefeatedMay,route119_rival,Route119,route119,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_83a72594b4c34bcc,Route119_Text_BrendanIntro,data/maps/Route119/scripts.inc,509,Route119_EventScript_BattleBrendan,route119_rival,Route119,route119,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_558729c3a49c4cf8,Route119_Text_BrendanIllGiveYouThis,data/maps/Route119/scripts.inc,521,Route119_EventScript_DefeatedBrendan,route119_rival,Route119,route119,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_76bf541ad1e06184,Route119_Text_BrendanExplainFly,data/maps/Route119/scripts.inc,527,Route119_EventScript_DefeatedBrendan,route119_rival,Route119,route119,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6f04353d49eb36ad,Route119_Text_ScottWayToGoBeSeeingYou,data/maps/Route119/scripts.inc,535,Route119_EventScript_RivalExitScottArrive,route119_rival,Route119,route119,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_90522eab9aeeb6c1,FortreeCity_Gym_Text_WinonaPostBattle,data/maps/FortreeCity_Gym/scripts.inc,273,FortreeCity_Gym_EventScript_Winona,fortree,FortreeCity_Gym,fortree,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_043520f7cee45426,FortreeCity_Gym_Text_ReceivedFeatherBadge,data/maps/FortreeCity_Gym/scripts.inc,250,FortreeCity_Gym_EventScript_WinonaDefeated,fortree,FortreeCity_Gym,fortree,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_4ba2da8c6c4cb804,FortreeCity_Gym_Text_ExplainFeatherBadgeTakeThis,data/maps/FortreeCity_Gym/scripts.inc,254,FortreeCity_Gym_EventScript_WinonaDefeated,fortree,FortreeCity_Gym,fortree,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_edeb336fc52d099f,Route120_Text_StevenShowMeYourPower,data/maps/Route120/scripts.inc,382,Route120_EventScript_StevenBattleKecleon,fortree,FortreeCity_Gym,fortree,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_8a26b89ed2ec5faf,Route120_Text_StevenUsedDevonScope,data/maps/Route120/scripts.inc,386,Route120_EventScript_StevenBattleKecleon,fortree,FortreeCity_Gym,fortree,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_98e1f16605e4b205,Kecleon_Text_SomethingUnseeable,data/maps/Route120/scripts.inc,409,Route120_EventScript_BridgeKecleon,fortree,FortreeCity_Gym,fortree,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_e89bf2fc11073911,FortreeCity_Gym_Text_ExplainAerialAce,data/maps/FortreeCity_Gym/scripts.inc,263,FortreeCity_Gym_EventScript_GiveAerialAce,fortree,FortreeCity_Gym,fortree,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_972b63a027991002,Route120_Text_StevenGiveDevonScope,data/maps/Route120/scripts.inc,392,Route120_EventScript_StevenGiveDeconScope,fortree,FortreeCity_Gym,fortree,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_2c9ae36316cdc574,Route120_Text_StevenGoodbye,data/maps/Route120/scripts.inc,402,Route120_EventScript_StevenGiveDeconScope,fortree,FortreeCity_Gym,fortree,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_d918d79168cfccf1,MtPyre_Summit_Text_ArchieWeGotTheOrbLetsGo,data/maps/MtPyre_Summit/scripts.inc,483,MtPyre_Summit_EventScript_TeamAquaExits,mt_pyre,MtPyre_Summit,mt_pyre,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_3e6adbb836d10aa0,MtPyre_Summit_Text_BothOrbsTakenMagmaLeftThis,data/maps/MtPyre_Summit/scripts.inc,493,MtPyre_Summit_EventScript_TeamAquaExits,mt_pyre,MtPyre_Summit,mt_pyre,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_735f1ef23f4ce480,MtPyre_Summit_Text_ThoseTwoMenReturnedOrbs,data/maps/MtPyre_Summit/scripts.inc,533,MtPyre_Summit_EventScript_OldLadyOrbsReturned,mt_pyre,MtPyre_Summit,mt_pyre,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_99952122a38c4d6b,MtPyre_Summit_Text_SuperAncientPokemonTaughtUs,data/maps/MtPyre_Summit/scripts.inc,539,MtPyre_Summit_EventScript_OldLadyAfterOrbsReturned,mt_pyre,MtPyre_Summit,mt_pyre,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_e5b724b2524196f4,MtPyre_Summit_Text_MaxieSilence,data/maps/MtPyre_Summit/scripts.inc,585,MtPyre_Summit_EventScript_ArchieMaxieReturnOrbs,mt_pyre,MtPyre_Summit,mt_pyre,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
